篇名	作者	页数	关键词	摘要	filename
WS-BPEL服务可替换性分析	"宋巍1,2:25670182|唐金辉1,3:27105527|张功萱1:08740539|马晓星2:08715490"	16	 	"在开放、动态、多变的Internet环境下,服务替换是保证面向服务的软件系统持续可信的重要手段.现有方法大多在控制流模型层面上进行BPEL服务的可替换性分析,而较少考虑BPEL服务中的数据因素,并且当BPEL服务中存在对分布服务的异步调用时,现有方法过于保守.为此,本文提出一种基于程序依赖图的BPEL服务可替换性分析方法,该方法综合考虑了BPEL服务中的控制依赖、数据依赖、异步调用依赖以及交互依赖关系,从而可有效应对BPEL服务的可替换性问题.我们使用一个旅行代理BPEL服务替换案例阐明了本文方法的有效性和可行性. "	PZKX201203002
一种高效的服务组合优化算法	李俊:09377762|郑小林:09355598|陈松涛:09325000|陈德人:09369056	10	 	"随着功能性属性相同而非功能性属性各异的Web服务的大量涌现,如何在服务组合业务流程中为各个任务选择相应的组件服务以达到组合服务的QoS(quality of service)最大化,并在此基础上满足不同用户的需求,已成为了国内外研究的热点.由于该问题的复杂性(NP-hard),目前存在的大多数方法都并不十分适合需要相对精确、实时决策的Web服务组合系统.因此,本文提出了一种基于凸包构建的组合服务优化算法(CM-HEU)用以解决QoS感知的服务组合优化问题.CM-HEU首先通过对组合服务中的每组任务进行凸包构建,以减少搜索空间.然后通过对初始解向量的多次升级和一次降级操作以达到全局优化的目标.实验表明:相对于现阶段存在的一些主流方法,CM-HEU不仅能得到一个比较理想的结果,并且具有良好的效率. "	PZKX201203003
HPC Cloud环境中基于网络Ⅰ/O负载的虚拟机放置算法	吴松1:07608626|王飞1:07607869|石宣化1:07592035|金海1:07599718|王志武2:23447054	13	 	"随着虚拟化技术和云计算技术的发展,越来越多的高性能计算应用运行在云计算资源上.在基于虚拟化技术的高性能计算云系统中,高性能计算应用运行在多个虚拟机之中,这些虚拟机可能放置在不同的物理节点上.若多个通信密集型作业的虚拟机放置在相同的物理节点上,虚拟机之间将竞争物理节点的网络Ⅰ/O资源,如果虚拟机对网络Ⅰ/O资源的需求超过物理节点的网络Ⅰ/O带宽上限,将严重影响通信密集型作业的计算性能.针对虚拟机对网络Ⅰ/O资源的竞争问题,提出一种基于网络Ⅰ/O负载均衡的虚拟机放置算法NLPA,该算法采用网络Ⅰ/O负载均衡策略来减少虚拟机对网络Ⅰ/O资源的竞争.实验表明,与贪心算法进行比较,对于同样的高性能计算作业测试集,NLPA算法在完成作业的计算时间、系统中的网络Ⅰ/O负载吞吐率、网络Ⅰ/O负载均衡3个方面均有更好的表现. "	PZKX201203004
云计算中基于可转换代理签密的可证安全的认证协议	"谢琪1,2:17734891|吴吉义2,3:22038221|王贵林4:27106077|刘文浩1:26637505|陈德人3:09369056|于秀源1:15519184"	11	 	"云用户与公有云之间的双向认证是云计算中用户访问公有云的重要前提.2011年,Juang等首次提出了云计算环境下采用代理签名的认证协议,其优点是用户只需到私有云中注册,然后在私有云的帮助下通过公有云的认证.但是,该方案存在3个缺陷:1)为保护用户的隐私,每次会话都需更新用户公钥;2)当私有云中的许多用户同时登录不同的公有云时,私有云会遭遇网络拥堵;3)用户的私有云与访问的公有云之间需要预先共享秘密.为弥补上述不足,提出了一种保护用户隐私的可证安全的可转换代理签密方案,基于该方案设计了一种一轮云计算认证协议.新方案的优点在于用户向私有云注册后,就能通过公有云的认证,而不需要私有云的帮助,并且它还能保护用户的隐私性、抗抵赖性.协议不需要在每次会话开始前更新用户公钥,同时私有云与访问的公有云之间不再需要预先共享秘密.在随机谕言机模型下证明了新协议的安全性,并且比较说明新协议在效率方面优于Juang等的协议. "	PZKX201203005
云计算中基于SLA的服务可信协商与访问控制策略	"胡春华1,2:07441258|陈晓红2:09976962|吴敏3:10053748|刘建勋4:07430772"	19	 	"针对当前云计算中因服务提供者(SP)的信任保障机制缺失而容易被不可信服务消费者(SC)滥用的现象,提出面向SC实体的服务可信协商及访问控制策略.该策略首先依据系统信任规则来表达服务实体的可信程度,然后通过求解SC实体的直接和间接信任推理空间建立信任证据的举证方法,同时采用服务级别协议(service level agreements,SLA)构建交互双方的协商机制,最后综合信任传递与迭代计算策略,确定服务交互的SLA等级,提供相应级别的服务,从而达到访问控制的目的.理论分析与实验结果表明,该方法虽少量增加了协商的次数,但能较好解决服务被滥用以及利用率不高的问题,为云计算环境下信任协商研究提供一种有效的新方法. "	PZKX201203006
基于移动设备云迁移的节能决策算法	章铁飞:11134182|陈天洲:09370354	10	 	"随着云计算的兴起,云迁移计算开始成为移动设备获取计算资源和降低功耗的有效方式.云迁移的主要想法是将移动终端的复杂任务经由无线网络迁移到云端执行,然后再接收计算结果.然而,无线网络的不稳定性和数据传输的高功耗限制了云迁移计算在移动设备中的应用.不同于已有工作,本文通过引入数据压缩的方法完善了云迁移计算决策模型,并且基于对未来时段网络期望的预测,提出了一种节能迁移计算决策算法——EPVAD.基于实际的3G网络带宽数据和开发测试平台,实验结果显示:EPVAD算法的节能效果较同类算法平均优14.9%,并且算法自身的系统开销可忽略. "	PZKX201203007
一类基于B2（mod m）序列的准循环LDPC码	"张国华1,2:17311992|王新梅1:09093546"	9	 	"基于B2(modm)序列,提出一种构造二元低密度奇偶校验(LDPC)码的新方法.这类编码的校验矩阵列重为3、行重为任意整数,并且具有准循环(QC)结构.校验矩阵对应的Tanner图围长至少为8,对应的最小距离至少为12.当m为素数时,提出一种减少8环的方法,使得Tanner图中4类可能的8环中两类被完全消除.仿真结果表明,m为素数时新LDPC码的译码性能优于渐进边增长(PEG)算法随机产生的(准)规则LDPC码.此外,提出一种基于邻域扩展搜索的启发式算法,利用该算法可以获得长度接近或达到上界的B2(modm)序列. "	PZKX201203008
二进神经网络表达奇偶校验问题的隐元最小数目上界	陆阳:07068981|杨娟:10855870|王强:07070772|黄镇谨:26035404	10	 	"二进神经网络采用线性分类,是结构简单又易于实现的一类神经网络,在许多应用领域中都有重要研究价值.对于单隐层二进神经网络,目前隐层规模的确定问题仍然没有明确的研究结论.本文在研究隐层规模问题的过程中,提出了布尔空间的最多孤立样本问题.在二进神经网络隐层神经元各自表达一个""与""关系,所有隐层神经元通过输出元形成""或""关系的情况下,证明了实现最多孤立样本问题需2n?1个隐层神经元.更重要的是,指出了n元奇偶校验问题和最多孤立样本结构的等价性.进一步地,通过引入隐层抑制神经元将隐元数目降为n,说明了抑制神经元在二进神经网络中的重要作用.最后,在Hamming球与SP函数的基础上,揭示出抑制神经元和n元奇偶校验问题的逻辑关系,并给出了奇偶校验问题的逻辑式表达. "	PZKX201203009
K-积分模意义下折线模糊神经网络的泛逼近性	王贵君1:08929917|李晓萍2:08929343	17	 	"为克服模糊数运算的复杂性引入折线模糊数的定义,利用折线模糊数的优良性质获得了两个重要不等式,并给出实例说明折线模糊数的逼近能力有效.其次,引进K-拟可加积分和K-积分模概念,在折线模糊数空间满足可分性的基础上,借助于模糊值简单函数和模糊值Bernstein多项式研究了若干函数空间的稠密性问题,获得了可积有界模糊值函数类依K-积分模构成完备可分的度量空间.最后,在K-积分模意义下讨论了四层正则折线模糊神经网络对模糊值简单函数的泛逼近性,进而得到该网络对可积有界函数类也具有泛逼近性.该结果表明正则折线模糊神经网络对连续模糊系统的逼近能力可以推广为对一般可积系统的逼近能力. "	PZKX201203010
高超声速飞行器基于特征模型的自适应姿控系统稳定性分析	"张钊1,2:25194191|胡军1:21939076"	16	 	"文中研究了高超声速飞行器基于特征模型的全系数自适应姿态控制系统的稳定性问题,提出了一种通过计算有限个矩阵导出1范数或无穷范数来分析系统稳定性的方法,克服了特征模型时变和参数辨识给稳定性分析造成的困难.首先利用泰勒展开,获得高超飞行器姿态动力学输入输出描述的离散化方程.该组方程具有二阶特征模型的形式,可以分析出系统处于一个工作点附近时特征模型参数的取值范围.当使用线性反馈控制器,并引入一定保守性的情况下,可以将闭环系统看作一类由区间时变参数决定的时变对象.对于这样的一类对象,文中给出了其指数稳定的充要条件.最后利用前述结果,给出了判断高超声速飞行器基于特征模型的自适应控制系统稳定的充分条件,并通过一个算例来说明该方法的应用. "	PZKX201203011
征文通知		1	信息科技	<正>第九届中国计算机图形学大会Chinagraph’20122012年10月17–19日中国成都由中国计算机学会、自动化学会、图学学会、图像图形学会、系统仿真学会、香港多媒体及图像计算学会和国家自然科学基金委主办的第九届中国计算机图形学大会(Chinagraph’2012)将于2012年 	PZKX201203012
《中国科学:信息科学》中、英文版分刊声明		1	信息科技	<正>《中国科学:信息科学》及其英文版《SCIENCE CHINA Information Sciences》从2011年4月15日起正式分刊.自即日起所收文章将按作者投稿 	PZKX201203013
一种新型分数阶小波变换及其应用	史军:14227532|张乃通:00001330|刘晓萍:21869575	11	 	"小波变换和分数Fourier变换是应用非常广泛的信号处理工具.但是,小波变换仅局限于时频域分析信号;分数Fourier变换虽突破了时频域局限能够在分数域分析信号,却无法表征信号局部特征.为此,提出了一种新型分数阶小波变换,该变换不但继承了小波变换多分辨分析的优点,而且具有分数Fourier变换分数域表征功能.与现有分数阶小波变换相比,新型分数阶小波变换可以实现对信号在时间-分数频域的多分辨分析.此外,该变换具有物理意义明确和计算复杂度低的优点,更有利于满足实际应用需求.最后,通过仿真实验验证了所提理论的有效性. "	PZKX201202002
分数阶Fourier域多分量LFM信号间的分辨研究	"刘锋1:20132955|徐会法1,2:22355214|陶然3:06352645|王越3:06347309"	13	 	"在分数阶Fourier域内,当多分量线性调频(LFM)信号的初始频率和调频率相近时,信号的尖峰会出现无法分辨的现象,导致目标信号漏检.文中分析了LFM信号在分数阶Fourier域的频谱分布特征,以及离散分数阶Fourier变换计算条件下LFM信号的频谱分布特征.推导了两个LFM信号在分数阶Fourier域的临界分辨距离,以及两个LFM信号尖峰之间的距离与量纲归一化因子的变化关系,发现选择合理的量纲归一化因子可以增大两个信号尖峰之间的距离.文中提出一种量纲归一化因子优化选择的方法,该方法可以提高分数阶Fourier变换对多分量LFM信号的分辨能力.最后,仿真结果验证了该方法的有效性. "	PZKX201202003
小世界网络中的删边扩容效应	"张国清1:09597025|程苏琦1,2:25712144"	10	 	"不同于无标度网络,小世界网络中体现负载特性的介数分布和体现连接特征的度分布这两种结构差异很大,依据这个差异,我们提出了有效的删边扩容方法并进行了仿真实验,并进一步从容量与最大介数的关系理论分析确证了实验结果.接着,我们分析了小世界网络中介数分布的差异性与删边扩容效果的相关性,把基于介数的基尼系数变化用于度量删边扩容的效果,指出了结构差异是导致删边扩容效应的必要条件.还指出了无论从容量与介数的定义、仿真结果、结构差异与删边扩容效果的关系来看,都应该从介数入手来实现删边扩容方法,这种方法反直觉,有很多变种,并且实现方便、节省成本,作为一类新的路由策略可以广泛地应用于各类通信网络和交通网络等领域. "	PZKX201202004
MIMO链路ad hoc网络传输调度算法	陈丹:09038961|李建东:09061001|李长乐:09060979	10	 	"针对MIMO链路ad hoc网络中已有传输调度算法未充分利用MIMO空间复用能力的问题,提出了一种新的传输调度算法.该算法通过考虑MIMO的多流接收能力而有效地减小了调度帧长,通过合理安排节点分配顺序使得节点分配的数据流比较平均,同时,该算法通过允许节点发送多个数据流而高效利用了MIMO的空间复用能力.推导分析了传输调度算法的通过量和时延性能,结果表明,与已有算法相比,采用文中算法可以提高网络的通过量,减小网络的平均时延和最大时延. "	PZKX201202005
异构无线传感器网络中一种可扩展的代码分发技术	彭绍亮:20184441|李姗姗:20431664|廖湘科:20451389|彭宇行:20184928|肖侬:20944201	15	 	"代码分发一直是无线传感器网络研究的热点问题.目前的研究工作主要集中在同构场景下的代码分发,广播是这些研究工作中最常用的手段.而对于异构场景下的代码分发问题,研究工作则相对较少,传统的基于广播的方法很难直接适用.文中针对异构网络下的代码分发问题,把该问题归约为最小非叶节点MNN(minimum nonleaf nodes)Steiner树问题,并设计了一种基于多播的代码分发协议HSR(heterogeneous sensor networks scalable reprogramming protocol).该协议利用组件化的思想,为不同类型节点(或代码模块)建立了多棵最优代码分发多播树.并证明了在解决MNN问题时,HSR达到了理论最优近似率ln|R|(R为目标节点数),有效的降低了异构网络下代码分发过程中的通信开销和能耗.在此基础上,文中还设计了两种压缩编码机制:特殊路由日志机制SRL(special routinglog)和跳步受限的局部广播机制HLB(hops-restricted local broadcast),使得多播树的信息可以被无损压缩,增强了HSR协议的可扩展性.在实时... "	PZKX201202006
对去斜体制雷达的间歇采样转发干扰	冯德军:20486803|陶华敏:20219321|杨勇:20985715|刘忠:20147510	10	 	"间歇采样转发是一种新型的干扰样式,原则上适用于匹配滤波脉压雷达,文中提出了采用这一干扰样式实现对去斜处理体制宽带雷达干扰的方法.在阐述了间歇采样转发干扰的基本原理后,分析了干扰信号经雷达去斜处理后形成假目标的基本原理,描述了假目标时域特性和频域特性;分析了假目标的幅度特性,由此提出了对干扰机功率的要求;着重针对干扰延时带来的频域混叠现象,分析了假目标的空间分布特性及真假目标的空间分布关系,指出决定假目标空间分布的关键因素.进行了相应的仿真实验,分析了仿真结果.文中研究成果对于间歇采样转发干扰机的原理设计及使用具有指导意义. "	PZKX201202007
一种星载InSAR高精度快速DEM重建方法	王青松:23379195|黄海风:20655855|董臻:00087027|余安喜:20999575|梁甸农:00001636	12	 	"面对全球干涉测量的海量实测数据,在保持精度的情况下,如何提高处理速度是星载干涉合成孔径雷达(interferometric synthetic aperture radar,InSAR)数据处理必须考虑的重要问题.数字高程模型(digital elevation model,DEM)重建是InSAR数据处理中较为耗时的一个关键环节.针对星载InSAR处理中DEM快速重建的难题,从DEM重建原理出发,分析揭示了干涉相位与目标点三维坐标映射关系的两个基本特性,一是目标点的三维坐标与干涉相位的关系可以分别用多项式来进行拟合,二是SAR图像上相近像素各自对应的多项式变化不大,并从理论上对特性的成立进行了论证.基于此,提出了一种快速DEM重建方法,给出了快速算法的详细步骤及关键参数的取值方法.最后,利用德国最先进的在轨雷达卫星TerraSAR-X获取的重复轨道干涉数据进行快速DEM重建,处理结果表明在重建精度损失较小的情况下,显著提高了重建速度,验证了该方法的高效性和正确性. "	PZKX201202008
星载SAR原始数据普适性分块自适应矢量压缩算法	"祁海明1,2:21737353|华斌1,2:24595260|李信1,2:25322400|禹卫东1:10343942|洪文1,2:09615522"	12	 	"传统矢量量化器的码本普适性差,需要在线更新,难以在星载SAR系统中实现.文中针对星载SAR原始数据的统计特性,以多维空间上的失真函数为代价函数,根据输入数据的联合概率密度函数设计得到了具有普适性的矢量量化码本,分析了原始数据矢量量化编码以及解码方案.在此基础上,深入研究了矢量量化级联熵编码方案的可行性以及码字索引在信道传输发生误码时算法的稳健性.实际数据处理结果表明,文中算法具有普适性,矢量量化码本的普适性使得码本可以进行离线设计,为矢量量化的星载实用化提供了理论指导. "	PZKX201202009
基于去调频技术的斜视聚束SAR成像方法	安道祥:20065989|李欣:20707768|黄晓涛:20079335|周智敏:00015373	17	 	"针对具有方位谱混叠现象的斜视聚束式合成孔径雷达(SAR)成像问题,本文研究了一种基于去调频技术的成像方法.文中首先分析了斜视聚束SAR中的方位谱混叠现象,从理论上找出了斜视角影响方位粗聚焦的根本原因.基于分析结果,引入了回波信号非线性相位校正预处理法,彻底消除了斜视角的影响,从而得到正确的粗聚焦结果.然后基于斜视成像模型,推导了预处理回波信号的方位粗聚焦和精聚焦处理过程.在精聚焦的方位滤波处理中,针对非线性相位校正预处理导致的场景聚焦深度限制问题,提出了一种改进的非线性调频变标(NLCS)算法,实现了回波信号的高精度方位压缩.仿真实验结果证明了文中理论分析的正确性和所提方法的有效性. "	PZKX201202010
心音身份识别技术的研究	"成谢锋1,2:21695756|马勇3:08094350|刘陈1:08100120|张学军1:08770253|郭宇锋1:10885496"	15	 	"文中研究心音身份识别的基本原理和实现方法.首先分析心音信号的特性和作为生物识别的可行性;然后建立基于心音子波族的心音信号合成模型,并且用特征向量分布相图形象地比较两个心音的特征,用倒谱减法消除听诊器的类型和位置变化所产生的影响;最后,采用心音线性频带倒谱(HS-LBFC)提取心音特征参数,用相似距离等实现心音的身份识别.为了突出心音在时、频域上存在的差异,重点研究了构建心音子波的方法,合成模型中各参数的计算方法,以及心音特征参数的确定和对应的数据处理技术.实际实验结果表明,该方法具有很好的识别率和实用性. "	PZKX201202011
上海交通大学数字媒体与数据重建实验室		2	信息科技; 社会科学Ⅱ辑	"<正>上海交通大学数字媒体与数据重建实验室在""国家杰出青年基金""获得者马利庄教授的领导下,依托上海交通大学""计算机科学与技术国家重点一级学科""及""交大微软智能计算与智能系统教育部重点实验室"",长期从事计算机图形图像基础理论、数字艺术与数字娱乐、数字医疗等相关领域的算法及软件系统的研究与开发。具体研究方向包括以下三方面: "	PZKX201202012
《中国科学:信息科学》中、英文版分刊声明		1	信息科技	<正>《中国科学:信息科学》及其英文版《SCIENCE CHINA Information Sciences》从2011年4月15日起正式分刊.自即日起所收文章将按作者投稿时语种分别发表在《中国科学:信息科学》(中文版)或《SCIENCE CHINA 	PZKX201202001
一种新型分数阶小波变换及其应用	史军:14227532|张乃通:00001330|刘晓萍:21869575	11	 	"小波变换和分数Fourier变换是应用非常广泛的信号处理工具.但是,小波变换仅局限于时频域分析信号;分数Fourier变换虽突破了时频域局限能够在分数域分析信号,却无法表征信号局部特征.为此,提出了一种新型分数阶小波变换,该变换不但继承了小波变换多分辨分析的优点,而且具有分数Fourier变换分数域表征功能.与现有分数阶小波变换相比,新型分数阶小波变换可以实现对信号在时间-分数频域的多分辨分析.此外,该变换具有物理意义明确和计算复杂度低的优点,更有利于满足实际应用需求.最后,通过仿真实验验证了所提理论的有效性. "	PZKX201202002
NP问题的最优轮复杂性知识的零知识证明	"李红达1,2:20102162|冯登国1,3:05967493|李宝1,2:20739650|徐海霞1,2:26911164"	12	 	"NP问题已有的知识的(黑箱)零知识证明都是非常数轮的,因此,在标准的复杂性假设下,NP问题是否存在常数轮的(黑箱)知识的零知识证明是一个有意义的问题.本文对该问题进行了研究,在一定的假设下给出了HC问题的两个常数轮知识的零知识证明系统.根据Katz最近的研究结果,在多项式分层不坍塌的条件下,本文基于claw-free陷门置换给出的HC问题的5轮知识的零知识证明系统具有最优的轮复杂性. "	PZKX201201004
理性密钥共享的扩展博弈模型	张志芳:09635705|刘木兰:09635584	15	 	"理性密钥共享体制通过引入惩罚策略使得参与者不会偏离协议,常采用的惩罚是一旦发现有人偏离就立即终止协议.这种惩罚策略有时导致惩罚人自身利益严格受损,从而降低了对被惩罚人的威慑.为了克服这一弱点,本文以扩展博弈为模型分析了理性密钥共享体制.首先给出(2,2)门限的理性密钥共享体制,证明了所给的协议是该博弈的一个序贯均衡,即经过任何历史之后坚持原协议仍然是每一个参与者的最优选择.特别地,在发现有人偏离后,协议所给出的惩罚策略既可以有效惩罚偏离者又能够完全维护惩罚人的利益.这是本文对前人设计的理性密钥共享体制的一个重要改进.然后针对将协议扩展到(t,n)门限情形,实现密钥分发人离线,达到计算的均衡等相关问题给出了一般的解决方案. "	PZKX201201005
利用共享动态隐变量模型估计三维人体运动	仝明磊1:25130401|韩红2:09039109|朱武1:08559728	10	 	"可视媒体中的基于学习的三维人体运动分析是计算机视觉领域中非常有挑战性的课题.本文在Gauss动态隐变量模型与共享隐结构的基础上,给出一种新的共享动态隐变量模型用于三维人体运动跟踪.该模型针对高维非线性动态系统,可以计算出高维状态向量和高维观测向量的共享动态低维隐变量,同时也能计算出隐变量对高维状态向量、高维观测向量的双向映射、以及隐变量自身的动态关系.使用该模型可以将传统的高维人体运动估计分层为先估计低维隐变量状态,再重建高维人体运动.在实验结果中,用仿真图像序列与真实图像序列证明了方法的有效性. "	PZKX201201006
可控的高度规整三角网格生成算法	黄劲:10278417|张沐阳:26911165|裴文杰:25883496|华炜:09374378|鲍虎军:09368509	13	 	"本文提出了一种新的用户可控的高度规整三角网格生成算法.通过在网格表面上构造3个标量场,利用其等值线相交生成高度规整的三角网格.算法借助N-对称方向场来指导生成网格的边方向,在网格表面指定密度场来控制采样密度,同时还提供了特征对齐和对带边界模型的处理能力.所有的控制需求都被纳入标量场求解框架中统一优化.实验表明,本文的方法能够满足多种用户控制需求,生成高度规整的三角网格. "	PZKX201201007
一类完备的正交分段多项式函数系及其应用	"熊刚强1,2:14455253|齐东旭2,3:10071382|郭芬红3,4:26911166"	13	 	"在几何图形或图像边界的频谱分析应用中,用Fourier三角基表示间断图形时必然会出现Gibbs现象,而用Walsh函数表示时,因其收敛速度慢而效果欠佳.本文首先构造了一类分段点在四进制有理数点处的分段多项式函数集(简称四进制U-系统,QU-系统),它是L2[0,1]空间上的完备的正交函数系,并研究了它的性质、基函数与Fourier-QU系数的计算公式,同时,也给出了1～3次QU-系统的一组显式表达式.然后,使用Fourier-QU级数的有限项和表示图像轮廓线,提出用有限的Fourier-QU系数描述几何图形或图像轮廓线,并由此得到了一类新的多项式描述子——QU描述子,而归一化QU描述子是一类基于平移、旋转与尺度变换的特征不变量.最后,通过数值实验证实了使用Fourier-QU级数逼近一元平方可积函数时,其收敛速率要优于Fourier级数、Walsh级数和Fourier-BU级数,同样也验证了QU描述子是一类有效的形状描述子,用图像间的QU距离能准确地描述图像间的相似性. "	PZKX201201008
满足匹配律的策略参数搜索决策模型	"程振波1,2:17298313|张宇1:08244044|邓志东1:08166041"	16	 	"匹配律是决策理论的基本定律之一,它建立了对备选目标的偏好与所获奖励之间的对应关系.通过构建获得匹配律的策略模型,研究了该定律成立的可能机制.基于再励学习理论,提出了通过调整策略参数以满足决策目标的策略搜索模型.在该策略模型的基础上,通过设定简单的假设条件推导出满足匹配律的策略算法.理论分析和数值仿真结果均验证了算法的正确性.另一方面利用该算法模拟了经典的心理学与神经生理学的匹配行为实验.研究结果不仅对匹配行为给出了合理的解释,也为建立基于奖励的决策模型提供了一种有效的理论建模方法. "	PZKX201201009
识别聚类间远近关系的双几何体模型	王开军:23950352|严宣辉:06667736|陈黎飞:23595459	12	 	"许多实际问题的解决不仅需要聚类算法给出类标,更依赖于类间远近关系的辨别.对于类数较多且高维数据的困难情况,基于降维的聚类结果可视化方法通常会出现聚类的重叠、交织或强行拉远现象,使得一些类间的远近关系无法分辨或被错误显示;而现有的类间距离方法则不能揭示两个聚类是远离还是靠近.本文提出了双几何体模型方法来描述两个聚类的类间关系,并设计了相对边界距离、绝对边界距离和区域疏密程度等测量类间远近程度的方法.本文方法既考虑了两个聚类的最近样本集之间的绝对距离,也考虑了聚类边界区域的疏密程度,其优点是在上述困难情况下也能准确揭示高维空间中的类间关系.对真实数据集的实验结果表明,双几何体模型方法能有效地识别现有聚类可视化方法无法辨别的类间远近关系. "	PZKX201201010
时空聚类分析的普适性方法	邓敏:10048078|刘启亮:22161909|王佳:10474441|石岩:17657868	14	 	"时空聚类分析是时空数据挖掘领域近年来研究的热点问题,对于揭示时空要素的发展变化趋势、规律以及本质特征具有重要意义.目前,时空聚类分析的研究仍还初步,缺乏具有普适性的时空聚类分析方法.为此,本文首先建立了一套时空聚类分析的普适性理论方法框架.进而,借助时空统计学、智能计算等工具,提出了一种时空一体化的时空聚类方法.该方法很好地顾及了时空数据的时空耦合、时空相关与时空异质特征,避免了过多人为主观因素的干扰,时空聚类结果具有较好的可靠性.通过采用中国陆地区域42年(1951～1992)年平均气温时空数据进行分析,验证了本文提出的理论与方法的可行性与有效性. "	PZKX201201011
《中国科学:信息科学》投稿须知		3	信息科技	"<正>简介:《中科学:息科学》(文名:SCIENTIA SINICA Informationis)是中科学院然科学金委员会共同办、《中科学》杂志出学刊物.本刊力求刊息科学域最高学水平中文文章,时报道算科学与技、控制科学与控制工程、通与息 "	PZKX201201012
《中国科学:信息科学》中、英文版分刊声明		1	信息科技	<正>《中国科学:信息科学》及其英文版《SCIENCE CHINA Information Sciences》从2011年4月15日起正式分刊.自即日起所收文章将按作者投稿时语种分别发表在《中国科学:信息科学》(中文版)或《SCIENCE CHINA 	PZKX201201002
我国陆地观测卫星现状及发展战略思考	徐文:24941536	9	 	"本文回顾总结了我国陆地观测卫星载荷体系、地面系统建设及数据应用等方面的发展现状和成就,分析了当前所面临的挑战和任务,以此为基础,对我国陆地观测卫星的未来发展进行了战略思考和展望,提出了加强国家顶层规划、加强地面系统统筹建设、实现系列化业务化运营、加强国际合作、推进产业化发展等建议. "	PZKX2011S1003
基于角度不变的线阵推扫式CCD相机几何畸变在轨检校方法	郝雪涛:26599879|徐建艳:10693494|王海燕:23163765|雷玉飞:26384495	9	 	"对航天遥感相机进行在轨检校,是提高卫星产品质量,扩大产品应用效果的重要技术内容.文中研究了一种基于角度不变的线阵推扫式CCD相机几何畸变在轨检校方法.该方法利用相机外方元素对于相机视向量夹角角度影响比较小的原理,根据地面控制点和一级产品图像,求解相机视向量夹角,从中提取相机光学部件的畸变模型参数,从而实现相机内外方元素解耦.相机畸变模型采用一维3阶多项式,对焦距和主点等引起的低阶误差能够很好地吸收.该方法用在HJ-1A/B卫星的宽幅盖CCD相机几何畸变校正上,检校误差残留在2—6个像元,和参考数据精度相似,表明取得了很好的校正效果. "	PZKX2011S1004
星载焦面视场拼接TDI CCD相机成像质量及处理方法分析	龙小祥:17415079|王小燕:17415514|钟惠敏:26599880	13	 	"本文分析卫星偏航角、相机积分时间、平台稳定性、姿轨误差对焦平面线阵采用视场拼接的TDI相机地面成像的影响,包括线阵、沿轨两个方向上的错位(点上的变化)与地面扫描轨迹方向上的影像畸变(线上的变化).针对CBERS-02B HR相机的卫星影像,研究地面解决偏航角引起图像错位的数据处理方法——基于地面影像的图像配准仿射变换纠正法.根据CBERS-02B HR线阵的地面配准试验,分析出了CBERS-02B卫星星上偏航角补偿精度与误差对图像质量的影响,及影像畸变产生的原因. "	PZKX2011S1005
基于分段辐射校正的星载TDI-CCD成像数据辐射处理方法	王密:08989108|张炳先:26599881|潘俊:10136566	10	 	"文中在分析现有的相对辐射校正方法的局限性基础上,提出了一种基于分段辐射校正的星载TDI-CCD成像数据辐射处理方法.该方法利用实验室定标数据对探元不同感光范围的光电响应模式采用不同的模型进行拟合,从而提高定标系数或者查找表的拟合精度.文中选取资源1号02BHR光学影像进行实验,实验结果表明文中提出的方法与现有的方法相比有较大提高. "	PZKX2011S1006
基于仿真数据的HJ-1C卫星SAR成像处理方法	侯明辉:13868801	13	 	"合成孔径雷达(SAR,synthetic aperture radar)是对地遥感观测的重要技术手段.作为民用星载SAR的第一颗卫星,HJ-1C卫星即将发射,因此文中针对其成像处理中涉及的关键技术开展了研究工作,包括精确的斜视等效距离模型下的扩展ECS(extended chirp scaling)算法的补偿因子、三次相位误差补偿因子形式的分析,快速的回波数据模拟算法的建模和实现,以及精确的Doppler参数计算方法以及对扫描模式成像算法中拼接环节的算法改进.通过理论研究分析和仿真验证,证明基于等效斜视模型的扩展chirp scaling算法是适应条带、扫描成像模式的精确算法. "	PZKX2011S1007
基于自适应尺度的遥感影像渐进配准	孙业超:26599882|李杏朝:10961306|吕江安:24507891	11	 	"图像配准是遥感图像处理中的基本问题.本文针对多源多时相遥感影像的特点,提出了一种基于自适应尺度的渐进配准方法,在从粗到细的迭代配准过程中,可以通过上一次配准结果的几何定位误差来确定本次匹配的尺度,并按该尺度提取特征角点和特征邻域进行匹配,与常规金字塔渐进配准方法相比,减少了匹配次数,提高了配准效率.另外,特征提取和匹配过程中提出一种基于Harris-Laplace算法和相位相关算法的遥感影像配准算法,利用Harris-Laplace角点代替原始图像,能够综合区域和特征的优点,对亚像元偏移、旋转、尺度变化具有不变性,同时对对比度和灰度的变化不敏感,具有很强的抗噪性.在特征检测和匹配的过程中采用限定搜索区域、抽稀角点等多种优化策略来提高算法的性能.实验证明,算法具有很好的精度,对几何攻击具有很好的鲁棒性,该算法已经应用于CBERS-02B星3级数据的批量自动化生产,具有很好的应用效果. "	PZKX2011S1008
