篇名,作者,页数,关键词,摘要,filename
宣传贯彻《湖北省公共图书馆条例》依法推进公共图书馆事业发展——省人大常委会副主任吴华品在宣传贯彻《湖北省公共图书馆条例》会议上的讲话,,2, ,"<正> 同志们:湖北省第九届人民代表大会常委会第二十六次会议审议通过的《湖北省公共图书馆条例》,自2001年10月1日起就要正式施行了。这是我省管理和规范公共图书馆事业发展的重要的地方性法规。这部法规的制定是健全我省文化事业领域社会主义法制的又一重要新成果,它标志着我省公共图书馆工作进入了法制化管理的新阶段,对新世纪我省公共图书馆事业的发展具有深远的影响和意义。 ",TSLT200104000
湖北省委副书记王生铁、副省长王少阶视察省图书馆,,1, ,"<正> 11月23日,湖北省委副书记王生铁、副省长王少阶在省文化厅、省计委、省财政厅等单位负责人的陪同下,来到湖北省图书馆视察,他们首先听取了湖北省图书馆党委书记陈永芳、馆长万群华关于湖北省图书馆概况的汇报。王生铁副书记和王少阶副省长等一行饶有兴趣地先后视察了中文图书综合外借处、中文图书阅览室、自学阅览室、中文报刊阅览室、历史文献阅览室。在中 ",TSLT200104001
省政府副秘书长何根法在宣传贯彻《湖北省公共图书馆条例》会议上的讲话,,2, ,"<正> 同志们:省九届人大会常委会第二十六次会议审议通过的《湖北省公共图书馆条例》(以下简称《条例》),是我省第一个关于公共图书馆事业的地方性法规,这部法规的制定是建立健全我省文化领域社会主义法制的又一个重要新成果,它标志着我省公共图书馆事业进入了法制化的新阶段。今天,省人大和省文化厅联合召开宣传贯 ",TSLT200104002
省文化厅厅长蒋昌忠在宣传贯彻《湖北省公共图书馆条例》会议上的讲话,,2, ,"<正> 各位领导、各位同志:《湖北省公共图书馆条例》(以下简称《条例》)经省九届人大第26次会议于2001年7月27日审议通过。《条例》是在省人大、省政府的关心、支持下出台的。省法制办、省人大教科文卫委员会、省人大常委会法规室在《条例》起草、调研、论证、修改过程中做了大量细致的工作,对文化立法给予了热情的指导和悉心的帮助;省直有关部门和各市、州也给予了大量的 ",TSLT200104003
省人大教科文卫委员会与省文化厅联合召开宣传贯彻《湖北省公共图书馆条例》会议,,1, ,"<正> 为了加强对《湖北省公共图书馆条例》的学习、宣传,9月21日上午,省人大教科文卫委员会与省文化厅联合召开了由省知识工程领导小组成员单位和部分市州文化局有关负责同志参加的宣传贯彻《湖北省公共图书馆条例》会议。省人大常委会副主任吴华品、秘书长刘青岭、副秘书长张绍明,省政府副秘书长何根法,省文化厅厅长蒋昌忠以及省委宣传部、 ",TSLT200104004
湖北省图书馆学会第三次会员代表大会暨2001年年会开幕词,,2, ,"<正> 各位代表、各位来宾、同志们:在我们跨入21世纪的头一年,在我国实施""十五""计划的开局之年,在我们伟大祖国刚刚庆祝她52周年的喜庆日子里,湖北省图书馆学会第三次会员代表大会暨2001年年会今天隆重开幕了。今天出席大会的会员代表有166名,论文作者52名,共计代表218名。他们当中有为我国图书馆事业尽心竭力、无私奉献、贡献卓越的老一辈图书馆专家学者;有风 ",TSLT200104005
在湖北省图书馆学会第三次会员代表大会暨2001年学术年会开幕式上的致辞,张儒芝:14270661,2, ,"<正> 各位领导、来宾及图书馆界的朋友们:今天,湖北省图书馆学会第三次会员代表大会暨2001年学术年会在举世瞩目的三峡工程所在地——宜昌市拉开帷幕,在这里,我代表湖北省文化厅对在座的嘉宾和朋友们的到来表示热烈的欢迎!对湖北省图书馆学会第三次会员代表大会暨2001学术年会的召开表示热烈的祝贺! ",TSLT200104006
湖北省图书馆学会第三次会员代表大会暨2001年年会闭幕词,周济洋:22982199,2, ,"<正> 各位代表、各位来宾、同志们:金秋时节,我们迎来了盼望已久的湖北省图书馆学会第三次会员代表大会。今天这里宾朋满座、学者专家云集,对湖北省图书馆学会来说,这次大会,意义非同一般。此次会议,是在世纪之交,中国即将加入 WTO 和中国申奥成功这个大背景下召开的,因此具有特别的意义。本次大会经过认真审议,通过了湖北省图书馆学会第二届理事会工作报告和经过修改 ",TSLT200104007
湖北省图书馆学会章程,,4, ,"<正> 第一章总则第一条本学会的名称:定名为湖北省图书馆学会。英文为:Library Science Society ofHubei Province,缩写:HBLSS。第二条本学会的性质:它是湖北省内的全省性、学术性、非营利性社会团体,由相关单位和个人自愿组成的社会组织,从事图书馆学学术研究和实际工作研究。第三条本学会的宗旨:以马列主义、毛泽东思想和邓小平理论为指导,坚持党的基本 ",TSLT200104008
湖北省图书馆学会第二届理事会工作报告,,7, ,"<正> 各位代表:我现在受湖北省图书馆学会第二届理事会委托,代表理事会向第三次会员代表大会作工作汇报,请予审议。湖北省图书馆学会成立于1978年8月11日,至今23年,是湖北省社会科学联合会最早成立的专业学会之一,也是中国图书馆学会团体会员中最早成立的省级学会,比中国图 ",TSLT200104009
湖北省图书馆学会“十五”期间工作规划,,2, ,"<正> 根据省""十五""计划和中国图书馆学会第六次全国代表大会的有关精神,结合我省图书馆事业发展和图书馆学会工作(以下简称学会)的实际,制定湖北省图书馆学会""十五""(2001年至2005年)期间工作规划。一、""十五""期间学会发展的指导思想以邓小平理论为指导,坚持党的领导;贯彻落实江泽民同志""三个代表""重要思想,积极 ",TSLT200104010
湖北省图书馆学会第三届理事会名单,,2, ,<正> 会长:周济洋(省文化厅)副会长:马费成(武大)万群华(省馆)李皓(武汉馆)邓珞华(高校图工委)燕今伟(武大图书馆)武金渭(华工图书馆) ,TSLT200104011
湖北省图书馆学会二○○一年学术论文综述,徐力文:22944766,4, ,"<正> 湖北省图书馆学会2001年学术论文研讨会今天在宜昌隆重召开了。这次学术论文研讨会是在近年来我省图书馆业内规模较大、影响较广的一次学术性会议,其目的是通过互相交流、探讨,为新世纪图书馆可持续发展战略奠定良好的理论基础、全面提高湖北省图书馆各系统的理论应用水平;迎接在知识经济发展中图书馆面临的挑战。 ",TSLT200104012
湖北省图书馆学会第三次会员代表大会暨2001年学术年会会议纪要,,3, ,"<正> 在跨入21世纪的头一年,在我国实施""十五""计划的开局之年,湖北省图书馆学会第三次会员代表大会暨2001年学术年会于11月5日至9日,在我国著名的三峡工程所在地宜昌市隆重举行,代表全省高校、公共、成教、中专、医院、科研、企业等系统图书馆的200余名代表出席了本次大会。代表人数之多,范围之广,会议规模之大,影响之深,在湖北省图书馆 ",TSLT200104013
《湖北省公共图书馆条例》评述,冯梅:14271173,3, ,"<正> 2001年7月27日,湖北省第九届人大常委会第二十六次会议通过了《湖北省公共图书馆条例》,并于同年10月1日起施行。这是湖北省历史上第一部对公共图书馆进行规范的地方性法规,也是继内蒙古自治区和深圳经济特区之后,第三部规范公共图书馆的地方性法规。条例的颁布施行,不仅对加强湖北省公共图书馆建设,推动公共图书馆事业的发展有着无可比拟的作用,而且也为兄弟省市立法,甚 ",TSLT200104014
浅说《丑陋的图书馆学——“实话实说”访谈录》,梅雪:22829622,3, ,"<正> 在《图书与情报》2000年第2期上,我们拜读了黄俊贵先生的大作《丑陋的图书馆学——""实话实说""访谈录》。""有勇气讲自己的丑陋,并有智慧发现自己的丑陋,正是厌恶丑陋,充满信心,努力追求美好的表现。""图书馆界需要这种""表现""。黄先生大作内的许多观点我们很赞同,但是有些提法我们则不敢苟同。1 图书馆学真的丑陋吗 ",TSLT200104015
对竞争情报概念与内容的思考,郭学娟:07645239,4, ,"<正> 1 竞争情报的概念1.1 竞争情报的定义分析根据国内外学者的研究,对于竞争情报的定义,可谓见智见仁。概括起来可分成三个方面:1.1.1 从动态方面有些学者普遍认为竞争情报是一个操作流程,即情报的采集、加工和分析过程。如竞争情报专业人员协会定义为""用合乎职业伦理的方式,收集、分析和传播有关经营环境、竞争者和组织本身的准确、相关、具体、及 ",TSLT200104016
试论高校图书馆服务对象的社会化问题,冯会勤:09100092,3, ,"<正> 图书馆社会化是图书事业发展的必然趋势,是社会发展对图书馆的必然要求,高校图书馆当然也不例外,必须不断强化自身的社会职能。1 高校图书馆服务对象社会化的必然性21世纪是知识经济的时代,作为人类知识宝库的图书馆,已成为知识经济发展的基 ",TSLT200104017
论信息环境下高校图书馆信息资源建设,侯曼玲:08911459,2, ,"<正> 1 信息资源建设仍是高校图书馆重要的基本任务在当今信息与网络的社会里,信息真是无处不在,人们需要信息,更需要很方便的得到所需的信息。因此人们视有价值的信息为社会的宝贵财富、经济工作的生命线、科学研究新的起跑线。所以信息资源的贫富状况与开发利用程度已成为衡量一个国家或地区文明的尺 ",TSLT200104018
网上文献的整理和开发利用,张义霞:12813683,2, ,"<正> 1 网上文献的加工整理1.1 网址的分类整序网上存有大量事实性、数据性、参考性文献,几乎不需要任何的加工,只需找到网址就可利用,但往往这些信息被淹没在无用的信息之中,读者要耗费许多宝贵的时间才能找到。图书馆人可利用自身长期训练有素的信息组织才能,根据本馆的实际需要,有目的针对性地搜集有关网址,按行业、学 ",TSLT200104019
信息资源网络化建设中的有关问题,夏群燕:12676256|余红:07626022,3, ,"<正> 1 问题的提出自20世纪80年代以来,信息和通信产业在世界范围蓬勃兴起,基于微电子技术,计算机技术,通信技术和网络技术而发展起来的高速度,大容量进行信息、收集、加工、处理、贮存和传递等一系列活动的高新技术的广泛应用,社会环境正在发生重大变化。而随着知识经济时代的到来和信息技术的飞速发展,在信息资源网络化、国际化、公众化的今天,信息污染、政治渗透、网络安全等已成为信息时代必须尽 ",TSLT200104020
避免并非属于加“0”技术本身的加“0”错误,施振宏:07658333,2, ,"<正> 笔者在研究类目复分加""0""问题时发现,有些加""0""错误,并非是属于加""0""技术本身的问题,并非是属于加""0""规则的使用方面的错误,而是属于如何分类的问题。现在发现的,主要有以下几种错误情况:1 重复反映文献主题内容,会导致误加""0""的错误《中国地方音乐器乐合奏理论》,应给号为 ",TSLT200104021
运用《中国机读目录格式使用手册》编目须规范的两个问题,,2, ,"<正> 《中国机读目录格式使用手册》(以下简称《手册》)是国内图书馆运用计算机编目普遍采用的一种著录标准。其格式供中国国家书目机构同其它国家书目机构之间及中国国内图书馆情报部门之间,以标准计算机可读形式交换书目信息。在其前言中指出:本格式在数据规范方面为书目数据库的建立和书目数据处理 ",TSLT200104022
联机编目是文献编目工作的最佳模式,,2, ,"<正> 随着计算机在图书馆的广泛应用,图书馆间相互给予,走联合编目、合作建库的道路,以实现书目数据资源的共享已成为必然的发展趋势。1 联机编目的必要性联机编目是指利用计算机和网络环境,由多个图书馆共同编目,共建联机书目数据库的 ",TSLT200104023
红安的“叶君健书屋”及其它,,1, ,"<正> 我馆的""叶君健书屋""于1997年底建成开放,建筑面积约500平方米,是一座两层楼的仿古建筑,一、二楼共四个展览厅,收藏了红安籍世界著名文学翻译家、作家叶君健先生捐赠的手稿、图书资料、珍品字画等近万册(件),书屋以图片、实物及文字说明等形式向读者展示了叶君健先生一生的创作生涯。我馆抓住这个得天独厚的条件,创建特色服务,开创了我馆读者服务工作的新篇章。 ",TSLT200104024
浅谈发展乡镇图书馆的几点思路,顾明华:12665967,2, ,"<正> 要想切实落实""知识工程""实施方案中的计划,大力发展、巩固农村图书馆(室),就我市现阶段的经济发展状况,仅靠政府的投入是远远不能满足需要的。如何才能克服目前遇到的困难,巩固和发展乡镇图书馆,笔者认为:应按邓小平理论实事求是,一切从实际出发,本着""三个有利于""的原则,尝试推行多种形式多种渠道发展农村图书馆(室)的建设思路,下面具 ",TSLT200104025
宜昌市图书馆回溯建库工作之我见,饶勇:16519442,2, ,"<正> 我馆于1996年引进深圳图书馆 ILAS 图书馆自动化管理系统。当时,为了保证图书馆自动化管理系统早日运行,使读者借阅工作不受较大的影响,我们采取了全馆职工一起动手,先将外借处图书突击装磁条,保障对外开放,然后回溯建库与临时建库同步进行的方案。这一方案的实施,使我馆图书馆自动化的开通在短时间内得到了实现。但一晃四年过 ",TSLT200104026
浅谈县馆领导者的智商修养,,2, ,"<正> 本文所说""智商"",主要是从工作的思路上进行探讨。作为县公共图书馆的领导者要注重""智商""的修养,就是要从四个方面来开展好工作。""智商""即工作的思路,远安县图书馆概括为""四字工作法"",即抓发展突出一个""创""字,抓管理突出一个""规""字,抓文献开发突出一个""联""字,抓补文创收突出一个""文""字,为市场 ",TSLT200104027
古籍整理与数字化,刘艺:12653838,3, ,"<正> 古籍,作为中国古代文化杰出的代表,不仅在内容上博大精深,纵贯几千年的历史长河,而且在数量上也堪称世界之首,怎样开发、整理好这些珍贵的文化遗产是每一个古籍工作者都应该思考的问题。自改革开放以来的20年中,我国的古籍整理工作取得了令人瞩目的成就。但就目前的出版力量和水平而言仍不能满足古籍整理的需要,大量的古籍在老化甚至是损毁,如不施以急救,将会带来民族文 ",TSLT200104028
中国第一个图书馆学博士——桂质柏先生,白国应:05975516,3, ,"<正> 据史料记载,中国第一个图书馆学博士是桂质柏先生。[1]桂质柏先生,1900年8月出生于湖北省武汉市,1918年考入文华大学。1920年3月文华图书科创办,桂质柏先生以大学二年级资格攻读图书馆学,1922年大学本科毕业。1926年赴美国留学,1931年获美国芝加哥大学图书馆学博士学位。他回国后,积极参加图书馆工 ",TSLT200104029
全国第九届少儿图书馆业务建设联席会召开,,1, ,"<正>8月24日至25日,由省图书馆、武汉市少儿图书馆牵头举办、 ",TSLT200103026
湖北省公共图书馆条例,,3, ,"<正> 《湖北省公共图书馆条例》已由湖北省第九届人民代表大会常务委员会第二十六次会议于2001年7月27日通过,现予公布,自2001年10月1日起施行。湖北省人民代表大会常务委员会2001年7月27日 ",TSLT200103000
关于《湖北省公共图书馆条例(草案)》的说明,,2, ,"<正> 主任、各位副主任、秘书长、各位委员:我受省人民政府委托,现就《湖北省公共图书馆条例(草案)》作如下说明:一、制定《湖北省公共图书馆条例》的必要性随着我国社会主义市场经济体制的确立和改革开放事业的迅速发展,社会各届对知识和信 ",TSLT200103001
湖北省图书馆学会召开第二次工作会议,,1, ,"<正> 7月10日,湖北省图书馆学会第二次工作会议在我省馆召开,会议由省学会工作小组组长、省馆常务副馆长万群华主持,省学会会长黄忠宗及理事俞君立(武大)、詹德优(武大)、梁家兴(华工)、孙公望(华师)、李皓(武汉馆)及省学会成员单位负责人出席了会议。会议回顾了2000年学会工作,传达了中国图书馆学会4月烟台会议有关精神。在充分讨论协商基础上,推荐出了参加中国图书馆学会""六大""代表,他们是:万群华(省馆)、马费成(武大)、陈传夫(武大)、李皓(武汉馆)、邓珞华(武大)、刘志磊(荆州馆)、孙曼萍(武钢科技图书馆)。 ",TSLT200103002
省文化厅关于认真贯彻执行《湖北省公共图书馆条例》的通知,,1, ,"<正> 各市、州、县文化局,省图书馆:7月27日,省九届人大常委会第26次会议正式通过了《湖北省公共图书馆条例》(以下简称《条例》)。《条例》的颁行,是我省落实""三个代表""重要思想、建设先进文化的具体体现,是我省文化法制工作的一件大事,标志着我省公共图书馆事业全面步入法制化建设轨道。各地一定要认真 ",TSLT200103003
中国公共图书馆的现状、问题和建设目标——在湖北省公共图书馆馆长培训班上的报告,周小璞:13844648,6, ,"<正> 从我国来讲,公共图书馆是近代资本主义发展到一定阶段的产物,其发展只有100年的历史。湖北省图书馆建于1904年,是我国建馆较早的省级公共图书馆之一。一、特点鲜明:公益性、开放性和服务性完美统一公共图书馆与教育系统、科技系统图书馆有什么不同?我觉得最大的不同在于有这么几 ",TSLT200103004
省人大常委会通过《湖北省公共图书馆条例》,,1, ,"<正> 7月27日,省九届人大常委会第26次会议正式通过了《湖北省公共图书馆条例》,该条例将于今年10月1日起施行。这标志着我省公共图书馆事业将全面步入法制化建设轨道。《条例》共23条,调整重点放在建设和服务上,对公共图书馆的设立、经费投入、文献收藏、服务、读者权益、工作人员、网络和数字化建设、奖惩等作了明确规定。它的特色是篇幅不长但内容含量大,能解决 ",TSLT200103005
在全省公共图书馆馆长培训班结业典礼上的讲话,蒋昌忠:10978207,3, ,"<正> 同志们:跨入新世纪以来全省公共图书馆界的第一期馆长培训班就要结业了。馆长们欢聚一堂,集中地进行资格性岗位培训,确属我省图书馆系统一件可喜可贺的大事。我代表省文化厅对这次培训班所取得的成功表示热烈祝贺!伴随着改革开放的20多年历程,我省公共图书馆事业得到了长足发展。图书馆工作所 ",TSLT200103006
在全省公共图书馆馆长培训班开学典礼上的讲话,张儒芝:14270661,5, ,"<正> 同志们:经过一段时间筹备,大家期盼已久的全省公共图书馆馆长培训班今天开班了。我代表省文化厅首先对培训班表示热烈祝贺。同时,培训班得到了文化部社文司、省委宣传部、省人事厅的的关心和支持,我代表省文化厅表示衷心感谢。 ",TSLT200103007
文化部周小璞副司长访谈纪实——在湖北省公共图书馆馆长培训班上,,4, ,"<正> 主持人:周司长,您好!现在主要是就各位馆长、学员比较关心的问题请教周司长。如果大家有什么问题需要提出,请写成条子,送给主持人统一提问。先用与""访谈""有关的问题开头吧。记得您以嘉宾身份在中央电视台《文化视点》栏目做过一个""图书馆向何处去""的节目。当时办这个节目是出于什么样的考虑,提出的问题得出答案了吗?周小璞:可能有些馆长看过中央电视台播 ",TSLT200103008
文化产业与图书馆事业,李波:12676580,6, ,"<正> 图书馆要发展文化产业,首先必须明白文化(包括图书馆)与经济的关系、什么是文化产业等基本问题。1 文化与经济长期以来,人们的传统观念,总是把文化与经济割裂开来,认为文化与经济是两条道上跑的车。上海财经大学经济系主任程恩富教授指出:事实上,文化与经济之间有着不可分割 ",TSLT200103009
图书馆信息咨询服务的营销理念初探,赵莉:10138794|肖雪:09036849,5, ,"<正> 21世纪给图书馆事业带来一个全新的发展环境。注重读者,注重服务,追求服务效益将成为图书馆的信息咨询服务在21世纪的立身之本与竞争之道。然而,图书馆的公益性又决定了其必须同时追求信息服务的社会效益。笔者试图将营销学的理念引入图书馆信息咨询 ",TSLT200103010
电子网络与信息运作的安全结构——网络信息安全研究的信息学透视,刘春年:07641455,4, ,"<正> 1 概述1.1 网络信息安全涵义的界定关于网络信息安全的涵义目前有好几种说法,其中一种有代表性的观点,如刘鲁等在《信息系统设计原理与应用》一书中指出:网络信息的安全即信息系统安全,是指组成信息系统的硬件、软件和数据资源受到妥善的保护,系统中的信息资源不因自然和人为因素中遭 ",TSLT200103011
公共图书馆自动化建设应注意的几个问题,蔡冰:12678340,3, ,"<正> 从80年代末期开始,我国公共图书馆界陆续尝试着将计算机管理系统应用于图书馆基础业务部门,填补了我国公共图书馆自动化建设的空白。90年代中期,我国公共图书馆界又掀起了一个大建数据库的热潮,而且这股热潮至今还有日益高涨之势。进入世纪之交,我国公共图书馆界再次吹响了向数字化图书馆进军的号角,从而促进了我国公共图书馆自动化建设的发展,让我们看到了中国公共图书馆 ",TSLT200103012
WWW技术与图书馆文献信息服务的创新,孔令霞:13615439|刘铮:09055763,3, ,"<正> World Wide Web(简称 WWW 或 WEB)是互联网上最流行的信息检索服务技术。WWW 是一个基于超文本的多媒体检索工具,它将位于互联网上不同地区的相关文献、数据和信息有机地编制在一起,用户提出的查询要求由 WWW 自动完成,图书馆用户使用WWW 可以搜集当今世界各个 WEB 站点的文献资料,建立一个虚拟的网上图书馆。此外, ",TSLT200103013
浅谈信息资源规划的重要性,邓尚民:08219180|袁玉珍:08219511,2, ,"<正> 信息资源规划是信息资源建设与开发利用的前提。目前,大家对信息资源建设与开发利用的重要性已有充分的认识,但对信息资源规划重要性重视不够。为了有效地利用信息资源,必须重视和加强信息资源的规划。1 信息资源规划滞后的弊端随着 Internet 在我国的迅速发展,我国电 ",TSLT200103014
计算机文档分编探析,谢美萍:07357674,2, ,"<正> 科学发展到今天,图书馆作为信息资源中心,其收藏的范围由原来的纯印刷型资料扩展到现在的非书资料、网络资源及传统的印刷型资料。而计算机文档占目前非书资料中的大部分,其中分编工作已经成为图书馆采编部门一项重要的业务,然而在分编过程中遇到许多问题与疑难,工作人员也只有不断总结经验,力求完善。1 计算机文档分类排架在对计算机文档进行分类时,仍以《中国 ",TSLT200103015
谈《中国学术期刊(光盘版)》检索新观点,程琳:08671223|苏晨晗:08671396,2, ,"<正> 《中国学术期刊(光盘版)》即《Chinese A-cacemic Journal(CD)》简称(CAJ—CD),由清华大学主办,清华大学光盘国家工程研究中心学术电子出版物编辑部和北京清华信息系统工程公司联合编辑制作,它是我国第一个连续出版的大规模集成化、多功能学术电子期刊。1996年12月24日正式出版并面向全世界发行。1 中国学术期刊的特点《中国学术期刊(光盘版)》是我国第一个以电子期刊方式按月连续出版的大型集成化 ",TSLT200103016
新时期图书馆职工教育初探,毛桂荣:14270673,3, ,"<正> 人类社会已进入了新的时期,新世纪我国图书馆应与世界上发达国家的图书馆接轨。经过努力,使我国的图书馆不但在硬件上达到现代化的要求,而且也要在软件上达到国际先进管理水平。其基本标志是:服务信息化,馆藏多媒体化,信息资源共享网络化,管理手段计算机化,工作人员知识专业化。要达到""五化"",核心是人,重点是抓好干部、职工两支队伍的继 ",TSLT200103017
图书馆员的“加油站”——研究辅导部,柯静:12301803,3, ,"<正> 继续教育工作作为基础教育的一种延伸、补充和拓展,在解决图书馆人才问题上将起到不可忽视的作用。把握当前图书馆事业的发展重点和热点的任务之一,就是要将继续教育放在研究辅导部门工作的首位,要让每位馆员在21世纪里都能坚持终身学习,继续深造,努力将辅导部门营造成图书馆员的""加油站""。1 当前业务辅导部门工作中存在的几个问题当前,由于辅导部门主观上对图书馆员的 ",TSLT200103018
基层图书馆呼唤数字化网络服务,,1, ,"<正> 当前,对于基层市、县级特别是民族地区、贫困地区的公共图书馆来说,应用数字化、网络化技术,不仅是自身发展的需要,更是自身生存的迫切需要。据有关资料统计表明,1999年,全国有628个图书馆全年没有一分钱的购书经费,有605个图书馆全年没有购买一册新书。而这些图书馆又多分布在基层和民族地区、贫困地区。以湖北省的恩施自治州为例,由于当地财政十分困难,州、县(市)九个公共图 ",TSLT200103019
在贫困县图书馆做好读者服务工作的体会,,1, ,"<正> 笔者在贫困县图书馆工作了二十多年,目睹图书馆的沧桑变化感慨很深,一方面是知识经济时代的快步到来,讲科学,重知识蔚然成风,经济社会的进步比以往任何时候,都更依赖于科学技术的发展,文化消费在社会总消费中的比重越来越高。另一方面,作为知识文化载体的图书馆的生存和发展遇到了严重挑战,在贫困地区更是难上加难。从1995年以来,笔者一直在期刊阅览室 ",TSLT200103020
浅析图书馆文献信息的开发利用,刘平:16344526,2, ,"<正> 从图书馆的现状来看,文献信息的开发利用还十分有限。一方面,广大读者抱怨图书馆借不到好书;另一方面大量的好书、新书被束之高阁。以宜昌市馆为例:尽管最近几年较重视了馆藏文献资源的开发利用并采取了一定的措施,制定出如编制一定数量的专题书目、专题资料、专题服务等考核目标,但也存在一些问题,使得大量的宝贵资源闲置一旁。 ",TSLT200103021
浅谈中学图书馆在素质教育中的作用,吕凤兰:12665547,2, ,"<正> 中学图书馆是中学教育教学工作不可缺少的一个组成部分,是全面贯彻党的教育方针、提高教育质量不可忽视的一项工作。我们认为,要更好地发挥图书馆在素质教育中的作用,就必须正确认识图书馆在学校工作中的重要地位和作用。今天的中学图书馆在素质教育中有着学校其他部门所无法替代的特殊作用,即包括学校教学教研中""先行官""作用,学校思想道德教 ",TSLT200103022
如何加强中学阅览室的管理,,2, ,"<正> 我校学生阅览室从1990年开始对学生实行开放,至今已有11年了。由于领导的重视,阅览室越办越火红。近年来,教育形式由应试教育转向素质教育,学校领导则更将素质教育放在首位。作为学生阅览室的教师,我在日常工作中,在对学生进行素质教育方面,作了如下几点努力。1 狠抓思想教育,培养学生良好的道德品质我校学生阅览室对全校学生开放,开放时间为每天中午12:30—2:00和下午第二节课后的课外活动时间。在此时间内,大量学生涌 ",TSLT200103023
加强图书馆工作 促进图书馆发展,金永雄:16150381|刘三元:16348935,2, ,"<正> 襄樊市的图书馆工作以""三个代表""重要思想为指导,按照江泽民总书记""大兴勤奋学习之风""的指示精神,进一步深化内部体制改革,适度维修设施设备,加强现代化建设,激发了广大图书馆工作者的工作热情,促进了图书馆工作的持续发展。1 深化改革,积极稳妥地探索图书馆内部体制改革的新路改革,是图书馆事业向前发展的唯一出路,也是图书馆事业不断取得成绩的""发动 ",TSLT200103024
两部古代湖北地方文献汇编之比较研究,石洪运:10746909,3, ,"<正> 湖北省图书馆藏有清代陈诗编纂的《湖北旧闻录)(下简称《旧闻录》)和清代洪良品纂辑的《湖北通志志余》(下简称《志余》),它们对于研究湖北古代历史,都具有不可低估的价值。本文试图在比较研究的基础上,揭示二者在内容,编纂方式及其它方面客观存在着的差异,以供有关读者参考。一、内容:同属湖北古代地方文献汇编《旧闻录》:大抵仿清初朱彝尊《日下旧闻录》而作,基本上可说是方志体例的一种""变 ",TSLT200103025
试论图书馆学期刊的定位,李锡初:22790702,5, ,"<正> 图书馆学期刊定位问题,一直被我们忽略,还没有很好地进行研究,存在着空白。图书馆学期刊的某些问题长期不解决,与其定位有着密切关系。在本文里,我们试对图书馆学期刊定位的原则和定位的几个主要方 ",TSLT200004000
浅淡现代信息技术发展的负面效应,李春茜:10000256|万坚军:10172237,4, ,"<正> 科学技术的每一次飞跃都将使人类社会的各个领域发生重大变革。现代信息技术的飞跃发展对社会的巨大影响远远超出了人们的想象:在经济领域,现代信息技术对经济活动具有显著的优化组合和强大的替代作用;在政治领域,先进的信息技术的广泛应用提高了政治的透度明,推动了政治民主化 ",TSLT200004001
网络媒体与传统媒体的“耗散现象”浅析,韦劲:12359678,3, ,"<正> 人们按照传播媒介方式的不同把媒体的发展划分为四个不同的阶段,纸媒介的报纸、电波媒介的广播、基于电视图像传播的电视分别被称为第一、第二和第三媒体(传统媒体),而伴随Internet的迅速发展,新兴的基于互联网传输的网络媒体(又称数字化媒 ",TSLT200004002
对湖北省高校图书馆外文期刊联合目录数据库建设的几点建议,路一:07613608,4, ,"<正> 建设我省联合目录数据库要考虑我国的基本国情,又要吸收和借鉴国外有益的经验。针对我省联合目录数据库目前的实际状况及存在的问题,要加强联合目录数据库的建设,必须做好以下几个方面: 1 建立湖北地区高校图书馆编目联合体 ",TSLT200004003
大冶市图书馆新馆落成开放,,1, ,"<正> 大冶市图书馆新馆于2000年六月一日正式落成开馆。大冶市图书馆新馆占地面积8亩,建筑面积4100m~2,总投资650万元,可藏书50万册,能同时接待读者1000人。新馆外形新颖美观,室内宽敞明亮,是大冶市的形象工程之一。大冶市图书馆是国家二级图书馆。1998年,为提高城市文化品位,加强城市文化基础设施建设,大冶市委、市政府决定建设一座一流的新 ",TSLT200004004
数字地球与Internet,邓尚民:08219180|袁玉珍:08219511,2, ,"<正> 21世纪是信息化社会,总的发展趋势和方向是全球网络化与数字化。随着Internet技术的日趋成熟和广泛应用,尤其是数字地球提出,给信息化社会赋予了更新、更深的 ",TSLT200004005
模板处理在数字化文献中的应用,王宁:06149192,3, ,"<正> 1 模板处理应用在数字化图书馆中1.1 数字图书馆(Digital Library) 1996年IBM公司推出数字图书馆方案,指出数字图书馆是以数字形式存贮和处理信息的图书馆。这一概念融汇了电子图书馆存储和处理电子信息的特征和虚拟图书馆的图书传输特征的内涵。它存储的信息是电磁介 ",TSLT200004006
数据库建设中的日文录入,吴利薇:11290726,2, ,"<正> 建立数据库需采用多文种原文献,如体现我馆馆藏特色的东北地方文献中的日文文献。如果要录入日文数据,一般需要在数据库中装入日文字库,用来解决录入日文假名和日文汉字的问题。日文字库占用数据库空间,往往引起速度慢或数据库空间过大等问 ",TSLT200004007
中文截词检索探讨,刘海梅:07362599,3, ,"<正> 1 截词检索的含义 1.1汉语主题词的特点截词检索与汉语主题词的构成密切相关,因此我们首先研究一下汉语主题词的特点。自然语言的词汇作为汉语主题词以后,它本身所具有的读音、词形、词性、词类、 ",TSLT200004008
图书馆非书资料计算机管理系统的设计,乔中:09305889|陈昌鑫:09357343,2, ,"<正> 非书资料是指除传统的印刷资料以外,以音响、图象等方式记录有知识的非印刷载体。由于对非书资料重视不够,早期的图书馆自动化管理软件只是针对图书和期刊而开发的,不能用于管理非书资料。针对这种状 ",TSLT200004009
