篇名,作者,页数,关键词,摘要,filename
传媒智库:让公众分享思想产品,周晓虹:08039862,5,传媒智库; 智库传媒化; 思想产品;,"[目的/意义]目前中国掀起一股智库建设潮,其中传媒智库在新型智库建设中已显现出标杆性和先驱性,对该类型智库的研究和分析成为必要。[方法/过程]本文通过对有着""传媒+智库""基因的紫金传媒智库运作经验的分析,探讨传媒智库产生的必然性及其可能的发展路径。[结果/结论]提出了传媒智库并不能仅限于内容的生产,更应该承担起生产思想并向公众传播、让公众分享思想产品的目标,最终达成促进社会治理的效用。 ",ZKSL201604009
中国社会智库科学发展路径探析, ,7,新型智库; 民间智库; 社会智库; 第三方机构; 社会责任; 民政部门; 规范引导; 科学发展;,"[目的/意义]社会智库是中国特色新型智库不可或缺的组成部分,也是智库领域、民政工作必须重点研究和解决的崭新课题。社会智库的发展,关乎新常态下治国理政、开启民智、优化民生、确保中国利益、建构负责任大国形象等方方面面的问题,是提升国家软实力的重要体现。[方法/过程]本文从社会智库形成发展、内涵功能、亟待解决的问题等多个维度入手,旨在探讨中国特色语境下民政部门规范引导社会力量兴办智库、发展智库的基本思路和可操作性办法。[结果/结论 ]总结适合中国社会智库科学发展路径之四个方面的内容:建议出台和完善规范引导社会智库健康发展的法律法规,探索社会智库参与决策的有效途径,构建优化人才合理流动的中国式""旋转门""制度,建立活跃的具有影响力的合作交流机制,为培育和打造具有国际一流水平的社会智库尽绵薄之力。 ",ZKSL201604010
新形势下国防科技智库建设的若干思考,赵超阳:28641303|卢胜军:45682130,7,国防科技; 智库建设; 决策咨询; 战略管理;,"[目的/意义]国防科技智库是国家智库体系的有机组成部分。理清国防科技智库相关重要问题,对国防科技智库建设具有理论引导作用,对各类智库参与国防科技事业也具有实际参考价值。[方法/过程]结合国防和军队全面深化改革及国家科技体制改革的新形势,分析了当前国防科技智库的概念内涵及面临的战略机遇,探讨了国防科技智库应关注的主要方向,提出了国防科技智库进入决策视野的建议,最后总结了国防科技智库发挥作用的重要保障机制。[结果/结论 ]分析表明:国防科技智库目前面临着国防科技自主创新、军民科技融合发展、国防科技供给侧发力三大战略机遇;国防科技智库应重点关注国防科技筹划、国防科技管理、军民科技融合三个主要方向;国防科技智库可通过参与课题研究、举行研讨交流、参加协作组织、承担评估工作、培育品牌成果等渠道参与国防科技决策咨询;国防科技智库应在信息公开、竞争评价、条件协作与成果报送四个方面得到有效保障。 ",ZKSL201604011
情报机构参与智库建设的SWOT分析与策略选择,金学慧:26122206|夏勇琪:35688612|付宏:26189200,8,情报机构; 智库; SWOT;,"[目的/意义]情报机构具备进军智库建设的先天条件和潜力,但也有自身的不足之处。[方法/过程]为了系统分析情报机构参与智库建设的时机和优劣势,本文采用SWOT分析框架,从内外部积极因素、消极因素方面进行全面的梳理和匹配,并提出了相应的策略选择。[结果/结论 ]SO、ST是当下情报机构参与智库建设的最佳策略。 ",ZKSL201604012
中国企业智库发展的困境分析及应对,,4,企业智库; 行业模式; 困境; 突破战略;,"[目的/意义]企业智库,是指主要服务于市场经济建设和发展、带有公益性质的独立的非以营利为全部(主要)目的的社会组织。目前,企业智库的发展形势不容乐观,既有外在的因素,也有内在的因素。[方法/过程]通过实地调研,分析我国企业智库发展创新存在的瓶颈问题。[结论/结果 ]提出企业智库参与决策咨询的有效途径,指出企业智库的发展需要从资金基础、规划设计、研究能力3个方面完善和创新。 ",ZKSL201604013
新型智库战略与核心能力——“2016新型智库核心能力建设”高级研修班内容要点解析,"李芳1,2:27082899|初景利1:13619016",7,新型智库; 核心能力; 精神内核; 家国情怀; 谋划能力; 发展共同体;,"[目的/意义]洞悉智库建设一线专家学者的观点,分享智库理论研究成果,以期为新型智库核心能力建设提供指导。[方法/过程]对《智库理论与实践》编辑部主办的""2016新型智库核心能力建设""高级研修班专家报告的内容进行解读和分析,对其中重要的共性与个性观点进行总结、提炼与推荐。[结果/结论 ]新型智库的精神内核体现为家国情怀与中国自信;新型智库的核心能力主要包括善谋、善学、善治、善传和善交等。 ",ZKSL201604014
欧洲智库的标志——英国皇家国际事务研究所,韩丽:34696510,10,查塔姆大厦; 智库; 管理机制; 人才培育; 全球智库报告;,"[目的/意义]本文阐述了欧洲智库的标志——英国皇家国际事务研究所的发展历程、管理机制、人才培育模式及未来的发展方向,以期为我国的智库发展建设提供有意义的借鉴和参考。[方法/过程]将文献调研法和案例分析法相结合,对英国皇家国际事务研究所发展的历程、管理机制、人才培育等方面进行深入剖析,同时基于2015年《全球智库报告》,分析了皇家国际事务研究所作为典型的欧洲智库取得的成绩,包括完善的管理机制、独特的人才培育模式等方面。[结果/结论 ]英国皇家国际事务研究所历经百年沉淀,凸显了其作为智库的独立性、公正性、广泛性等特性,并在建立广阔的全球视野及人才培育方面成就卓越。 ",ZKSL201604015
2016年中策中国企业专利技术创新百强榜,,11, ,"<正>1前言2015年,我国对知识产权的重视上升到了新的高度,国务院将""深入实施知识产权战略行动计划""写入政府工作报告,并连续出台了一系列关于知识产权的政策文件。与知识产权政策相对应,我国在经济增长方面处于缓慢平稳时期,正由依靠需求侧投资、消费、出口""三驾马车""带动经济增长,向依靠供给侧劳动力、土地、资本、创新""四要素""转变的阶段。国家开始实施供给侧结构性改革,更加重视创新的经济驱动作用,通 ",ZKSL201604016
打造“智库的智库” 推进中国特色新型智库建设——专访武汉大学世界一流智库评价研究中心主任邱均平教授,,3, ,"智库评价是智库发展的重要组成部分,科学合理的评价体系能够促进智库提升自身水平,为推动中国特色新型智库建设服务。武汉大学世界一流智库评价研究中心是今年4月刚成立的专门开展智库研究与评价的学术机构,《智库理论与实践》编辑部就其成立的背景、特点、运作机制、研究重点及研究成果等问题对中心主任邱均平教授进行了访问,以期为我国智库评价的研究带来一些启发和思考。 ",ZKSL201604017
巴西智库的运营与发展态势——专访巴西瓦加斯基金会智库专家雷纳托教授,,3, ,"2016年5月28日,在由复旦发展研究院承办的""上海论坛2016""开幕之际,《智库理论与实践》编辑部就巴西智库相关问题采访了前来参会的巴西瓦加斯基金会(FGV)智库专家雷纳托教授,以期进一步了解巴西智库整体情况和特点,以及FGV这一世界顶级智库的发展态势。鉴于访谈仅为一家之言,而且时间有限,因此,本文内容不尽全面,尚需甄别和考量,仅供参考。 ",ZKSL201604018
习近平治国理政思想是新型智库建设的指针,李刚:08038856|丁炫凯:34904949,7,智库; 治国理政; 习近平; 中国特色; 理论基础;,"[目的/意义]加强中国特色新型智库建设,建立健全决策咨询制度,亟需坚实的理论和方法论作为指导。[方法/过程]建设中国特色新型智库是党中央的一项战略部署,其理论基础来源于习近平总书记的治国理政思想:坚持党的领导,形成规范有序的公共政策讨论空间;重视专业化智库建设,发扬滴水穿石精神;提高智库战略思维、创新思维、辩证思维、底线思维能力;坚持调查研究的优良传统,充分运用现代社会科学的理论与方法,形成中国特色的公共政策研究范式。[结果/结论]中国特色新型智库建设只有以习近平总书记治国理政思想为指引,构建理论话语、思想方法和工作方法体系,才能逐步建成信得过、用得上的新型特色智库体系。 ",ZKSL201602001
中国智库古今延承之路:历史溯源与未来启示,王文:45686946|李振:25601610,7,中国智库; 智囊; 历史溯源; 启示;,"[目的/意义]当前,中国特色新型智库建设迎来了最好的时代,发展步伐明显加快,逐渐呈现产业化的趋势,然而,还存在诸多不足,有必要借鉴古代传统智库的经验,推动中国现代智库的发展。[方法/过程]通过对中国历史上传统智囊进行考察,剖析古代传统智库制度演变,得出了对当前中国特色新型智库建设的几点启示。[结果/结论]建设中国特色新型智库,政府应善用、善管和善待智库,善用退休高官打造中国式""旋转门"",致力于""伐谋""能力的提升,让更多外国精英参与中国智库建设,同时,中国也须有更多优秀的智库学者。 ",ZKSL201602002
智库运行和智库产品的评价要点,王文涛1:26824141|刘燕华2:24238802,6,智库; 决策; 产品; 评价体系; 智力资本;,"[目的/意义]智库是国家软实力的重要载体,是体现国家治理体系和治理能力的重要方面。[方法/过程]本文在分析各国智库运行模式、方法的基础上,归纳总结了智库运行和智库产品具有共性特征的评价要点。其中,智库运行的评价要点包括五个方面:智库的独立性和独特性、系统的手段方法、知识营销体系、智库机构网络和组织管理文化;智库产品的评价要点也包括五个方面:选题、问题分析、信息分析、策略与验证、风险评估。[结果/结论]对中国新型智库建设提出建议:重视智力资本和智库建设,提高国家软实力;调整人才结构,激励各类咨询机构的团队建设;重视跨学科、跨领域的研究,建立适合中国的方法学体系;逐步构建智库产品评估体系;引进现代企业制度;推进和改革智库机构的管理;加强监管。 ",ZKSL201602003
智库产品的属性及独特性研究,郭宝:26858501|卓翔芝:25190601,7,智库; 智库产品; 智库属性; 智库产品独特性;,"[目的/意义]为了更好地推动智库与智库产业的发展,提高智库的竞争力,需要研究最基本的问题:智库产品的属性是什么。[方法/过程]通过从智库产品的内在属性与外部表现特征两个方面来解释智库产品的属性。先研究其内在属性,在此基础之上,再研究其外部表现特征,并同其他商品作比较。[结果/结论]研究表明:智库产品具有科学性、社会性、智慧性、外部性与政策性五大内在根本属性,这五大属性使智库产品表现出的外部市场应用特性包括一般性商品特征、知识性产品特征以及独特性三个方面。智库产品的这些属性及其关系启示:一方面智库组织应从外部完善市场运行机制,从内部建立并完善产品创新机制、学习交流合作机制提供高质量的智库产品,另一方面政府也要开放、规范智库市场,建立智库产品质量与效果评价机制,这样才能取得较好的智库建设效果。 ",ZKSL201602004
基于政策网络的智库核心能力研究,"黄开木1:26947880|栗琳1,2:26947881",7,政策网络; 智库; 核心能力; 分析框架;,"[目的/意义]智库是政策网络中的重要节点,智库核心能力分析是智库建设的重要组成部分。[方法/过程]本文在借鉴前人研究的基础上,利用政策网络,构建了智库核心能力分析框架,分析了智库与政策参与者之间的关系。[结果/结论]本文认为智库应加强人才管理、学术研究、发现问题、政策设计、政策评估、舆论参与、信息资源等方面的核心能力建设。 ",ZKSL201602005
英国智库概况及对我国智库建设的启示,袁莉莉:32265026|杨国梁:09601599,9,英国智库; 中国智库; 政策影响; 决策支持;,"[目的/意义]智库作为政策制定过程中的一个重要参与者,在世界各国的内政和外交中,扮演着越来越重要的角色。英国是一个智库发展水平很高的国家,因此对其智库进行研究具有十分重要的现实意义,也有利于通过借鉴其成功经验,促进我国智库的建设与发展。[方法/过程]本文主要采用文献调研的方法,从英国智库的发展演变、主要特点、类型和功能四个方面展开梳理和调研,并进行系统总结。[结果/结论]本文结合我国智库发展的现状如结构不合理、独立性不强、专业化不高、影响力薄弱等问题,提出针对我国智库建设与发展的若干思考。 ",ZKSL201602006
内外兼修:美国高校智库的发展特点及其话语权提升之策,赵勇:10368961|高思嘉:34905868,8,高校智库; 美国; 发展特点; 话语权;,"[目的/意义]近年来,随着全球性问题的不断增多,中国面临的国际和国内问题日趋复杂,国家越来越需要具有思想创新能力和影响力的智库的智力支持。高校智库依托大学的多学科综合优势已经成为国家治理体系中不可或缺的组成部分。为了给我国高校智库的发展提供有益的启示,本文重点分析了美国高校智库的发展特点及其话语权提升的策略。[方法/过程]以美国宾夕法尼亚大学公布的《2014年全球智库报告》为资料来源,对国际排名较高的12家美国高校智库的网站信息进行内容调研。[结果/结论]美国高校智库的发展有以下六个特点:1强势研究领域与优势学科互为倚重;2筹资渠道多元化;3融合校内外智力资源;4以基础资政信息数据为保障;5关注全球性、战略性议题;6成果传播途径多样化。另外,美国高校智库在不断提出创新观点的同时,还有效利用媒体资源,注重学者政要角色的转换来提升话语权。 ",ZKSL201602007
美国防务智库现状及主要特征, ,6,智库; 防务; 智库建设; 开源情报;,"[目的/意义]美国拥有世界上最庞大的智库群,特别是独立防务智库,对美国国防战略与军事战略起着积极的推动作用。为应对新威胁,适应新格局,中国军事变革已拉开序幕,但在独立防务智库方面,中国几乎还是空白。如何分析和学习美国防务智库,并根据中国特色,建立自己的专业化、独立性的防务智库等诸多问题,就摆在了我们的面前。[方法/过程]本文通过对防务智库内涵的界定,在对防务智库的作用与现状进行梳理的同时,总结了美国防务智库的主要发展特征。[结果/结论]纵观美国独立的防务智库的发展历程可以看出,在保持高度独立性的前提下遵循商业化运作规则,在建立长远人才战略基础上塑造核心竞争力,是美国独立防务智库稳定发展的根本所在。 ",ZKSL201602008
中国社会智库的运营创新探析,,8,社会智库运营; 智库创新策略; 五力模型;,"[目的/意义]由于中外政治、经济和社会环境的不同,中国社会智库运营面临比发达国家智库更多的问题和挑战。如何在国内环境创新运营模式,是中国特色新型智库建设十分重要的一个方面。[方法/过程]本文通过对中外智库发展环境的对比,分析了中国社会智库创新运营模式的必要性和障碍,主要以中国典型社会智库——中国与全球化智库为例,探讨了中国社会智库在运营的创新策略。[结果/结论]本文总结出社会智库运营创新的五个方面,建议社会智库塑造研究核心竞争力,探索建立多元的收入机制,集聚国际化人才,重视社会传播和加强国际交流与合作。 ",ZKSL201602009
面向南海问题的智库知识库构建研究,丁晟春:08092475|史金晶:34904950,7,南海问题; 智库; 知识库; 本体;,"[目的/意义]面向南海问题的智库能够更好地服务国家南海战略,是新时期我国南海问题研究的重点领域。构建南海问题智库知识库,可以实现对南海问题知识的有效组织与利用,为智库产生高质量产品提供知识保障。[方法/过程]本文引入本体理论提出了南海问题知识库的构建方法。在信息源分析和需求分析的基础上,设计了知识库的总体结构,构建了南海问题本体,并以""中菲黄岩岛对峙事件""为例实现了知识库的构建。[结果/结论]实证分析结构表明,本文所构建的南海问题知识库能够较好地组织存储相关知识,为南海问题智库的研究提供有益参考,所提出的基于本体的知识库构建方法可以将知识有效地整合,是在专业智库知识库构建领域的一次有益尝试。 ",ZKSL201602010
高校智库建设的资源状况及政府扶持政策——以大连市为例,侯海燕:06502196|梁国强:34908721|丁堃:06521068,9,智库; 高校; 资源; 政府;,"[目的/意义]""智库"",顾名思义,就是关于智慧或思想的""仓库""。高校知识聚集、人才聚集、信息资源丰富,如何充分发挥高校""智囊团""和""思想库""的作用,为创新驱动发展提供高水平决策咨询服务成为摆在高校、企业和政府面前的重大理论和实践问题。[方法/过程]本文以大连市为例,对该市高校智库建设的总体资源状况、开发利用状况等进行调查分析。[结果/结论]大连市高校呈现出高校发展中的一些共性问题:专业设立模式和建设模式雷同;人才培养计划与社会经济发展和实体经济的需求相脱节;专业重复、缺乏特色等。最后为政府提出构建""大连市智库建设公共服务平台""、""大连市产业创新智库服务平台""、设置专项智库建设资金等建议。 ",ZKSL201602011
《2015研究前沿》报告的研制实践与相关探讨,"冷伏海1:11161206|孙震1,2:34904951|周秋菊1:17767150",9,研究前沿; 智库; 实践探讨;,"[目的/意义]在智库逐渐成为学术界和政府关注焦点的背景下,对《2015研究前沿》报告的相关实践及问题进行揭示和探讨,以期为我国智库从业人员和相关决策者提供参考和借鉴。[方法/过程]总结《2015研究前沿》报告产生的背景与方法以及取得的效益和评价,并对""研究前沿""和""科技前沿""分析的基本问题提出了几点思考和探讨。[结果/结论]《2015研究前沿》报告利用独特视角揭示科学研究脉络,遴选出100个热点前沿和49个新兴前沿,对重点前沿进行了深入解读,评估了主要科技国家的基础贡献实力和潜在发展水平,对中美表现进行了详细对比分析,在社会上和学术界均取得积极的反馈和评价。此外,对报告背后基本问题的探讨也将有益于相关工作的进一步开展和实践。 ",ZKSL201602012
中美三份智库评价报告的比较分析,唐果媛:32312782,9,智库评价; 评价体系; 专家评议法; 智库;,"[目的/意义]通过智库评价报告,探索智库评价对智库在政策制定中的作用、策略及局限性,分析智库评价的方法体系,引导智库发展,提升智库服务决策的途径,凝聚智库发展共识。[方法/过程]调研国内外智库评价报告,提炼出智库评价的一般流程,包括四个阶段:评价方法、评价体系、评价主客体以及评价结果,从这四个方面对中美三份智库评价报告进行对比分析。[结果/结论]中美三份智库评价报告各有特色,它们从不同的研究视野、构建了不同的评价指标体系,得出了具有差异性的评价榜单。中国智库应避免过度迷信榜单的排名,应借鉴国内外成功智库的经验,找到一条适合中国智库发展的道路。 ",ZKSL201602013
布鲁金斯学会的核心价值、运行机制及未来构想,高春玲:28944038,11,布鲁金斯学会; 智库; 核心价值; 运行机制; 全球智库报告;,"[目的/意义]深入剖析""全球第一智库""美国布鲁金斯学会百年积淀的核心价值、运行机制,以及未来发展构想,旨在为我国当前大力推进特色智库建设提供借鉴与参考。[方法/过程]主要运用历史研究法和案例研究法,并采用一手资料和二手资料相结合的方式展开研究。通过文献调研和网站调研收集数据,同时援引国际权威的智库排名报告,对布鲁金斯学会的历史、现状和未来变革进行考察。[结果/结论]布鲁金斯学会是美国历史最悠久的智库之一,在百年发展进程中凝练了经典思想。自2010年以来,连续6年荣登""全球第一智库""榜首,这得益于其百年来一直秉承的""高质量、独立性、影响力""的核心价值、运行机制以及顶层设计理念。 ",ZKSL201602014
美国总统科技顾问委员会的运行机制及对我国的启示,"李宏1:13619073|马梧桐1,2:34904953",6,美国总统科技顾问委员会; 科技顾问; 高端智库;,"[目的/意义]在我国大力发展中国特色信息智库建设的背景下,考察美国政府顶级智库——美国总统科技顾问委员会的历史与发展动态,为我国的科技顾问制度提供参考与借鉴。[方法/过程]采用案例研究法,主要通过文献调研法和网站调研法收集资料,引用美国总统科技顾问委员会发表相关调研报告,对美国总统科技顾问委员会的历史、工作机制、人员构成,以及与总统科技政策办公室的关系进行分析。[结果/结论]美国总统科技顾问委员会在推动美国白宫重要科技政策出台以及重大研发计划立项中起到了重要作用。通过吸收美国总统科技顾问委员会的精华,分析我国政府科技顾问制度存在的不足,对我国发展科技顾问制度提出三点建设性建议。 ",ZKSL201602015
美国麻省理工学院科技智库建设特点及启示,芮雯奕:33832352,5,科技智库; 美国麻省理工学院; 特点;,"[目的/意义]党的十八大明确提出科技创新在创新驱动发展战略中处于核心地位,这一战略对提供智力支持和决策咨询服务的科技智库建设提出了更高的标准和要求,分析世界顶级科技智库建设模式对加快我国科技智库建设、提升发展水平具有重要借鉴意义。[方法/过程]本文通过文献资料调研、专家咨询等方法,总结了世界科技智库领域排名前列的美国麻省理工学院科学、技术和社会研究中心的运行模式及特点。[结果/结论]提出中国科技智库在建设和发展过程中,要加快建设多种类型高端科技智库、注重科技与人文社会科学的结合、加强跨学科建设和组织、注重一流人才的引进和培养、重视塑造媒体影响力等建议。 ",ZKSL201602016
我国科技成果转移转化的根本症结及其解决策略,霍国庆:33234174,7,创新价值链; 科技成果转化; 模式; 根本症结; 策略建议;,"[目的/意义]旨在剖析我国科技成果转化难的深层原因,探索和提出显著改善科技成果转化效果的途径与策略。[方法/过程]本课题首先对国内外成功的科技成果转化模式进行了系统分析和典型案例研究,其次对我国特别是中国科学院科技成果转化的困境和症结进行了深度解析,在此基础上提出了促进科技成果转化的策略建议。[结果/结论]本课题创造性地揭示了制约我国科技成果转化的三种根本症结即平行线症结、沉陷症结和短路症结,针对三大症结,本课题提出五点建议,推动我国应用型研究所把科技成果转化作为根本战略,促成企业家和投资者参与科技创新价值链全过程,跨研究院所整合同类技术并建立面向大区的具有规模效应的综合性科技成果转移转化中心,对接产业来打造应用型研究所科技成果转化急需的技术工程化和产业化平台,聚焦共性技术研发与创新以持续孵化事关国家竞争力的战略性新兴产业。 ",ZKSL201602017
以专业性和独立性打造智库知名品牌——专访重庆智库理事长王佳宁,,5, ,"智库有多种类型,其中社会智库(又称民间智库)是我国正在兴起并引人关注的一种新的智库类型,在中国特色新型智库建设中扮演极为特殊而重要的角色。由于国情的差异,中国的智库与西方智库有诸多不同,但社会智库的定位和功能正在中国智库发展中凸显其与众不同的作用。本期,我们采访中国社会智库的典型代表——重庆智库理事长王佳宁研究员,他就我们关心的一系列问题做了解答。重庆智库的经验也许对国内各类智库均具有一定的启示意义。 ",ZKSL201602018
“上海论坛2016”将在复旦大学举行,,1, ,"<正>由复旦大学主办的""上海论坛2016""将于2016年5月28日至30日在复旦大学举行。""上海论坛2016""主题为""经济全球化与亚洲的选择——互联互通与创新:迈向亚洲命运共同体""。上海论坛以""关注亚洲、聚焦热点、荟萃精英、推进互动、增强合作、谋求共识""为宗旨,致力于打造""学界、政界、商界""三方交流互动的平台。论坛将邀请500多位各界精英就当今全球经济和国际局势面临的重大问题进行广泛、多维和深入的研讨,为全球创新、治理、发展、合作领域的全面 ",ZKSL201602019
第九届全国科学计量学与科教评价研讨会将在武汉大学举行,,1, ,"<正>武汉大学中国科学评价研究中心和中国科学与科技政策研究会主办的""第九届全国科学计量学与科教评价研讨会——计量学与智库评价研究""将于2016年6月3–5日在武汉大学信息管理学院举行。会议将特邀请美国《全球智库报告》研发专家访问武汉大学,并到会做专题报告;同时邀请国内知名智库负责人、首席专家、研究专家,以及论文作者与会做专题报告或大会发言,围绕会议主题展 ",ZKSL201602021
《智库理论与实践》创刊号首发式暨智库建设学术座谈会会议报道及专家观点,,4, ,"<正>2016年2月28日,《智库理论与实践》创刊号首发式暨智库建设学术座谈会在京举行。中国科学院科学传播局局长周德进、中国科学院文献情报中心主任黄向阳、南京大学党委副书记朱庆葆,以及中国科学院科技战略咨询研究院副院长张凤出席首发式并致辞。国内知名智库专家学者出席了首发式。会议由中国科学院文献情报中心副主任、期刊主编刘细文主持。周德进对《智库理论与实践》的成功创办表示衷心祝贺,对中科院文献情报中心和南京大学 ",ZKSL201602024
中国智库创新峰会通知,,1, ,"<正>自2015年以来,《关于加强中国特色新型智库建设的意见》出台后,中国智库发展进入了快速发展的高潮阶段。新形势下,世界政治经济格局加速变动和国内经济面临沉重转型任务,我国政策决策中的智库作用越发重要。同时,大数据、超级计算机等新技术的出现、移动互联网和新媒体发展带来的传播变革,让智库身处信息爆炸、速度更迭更快的竞争环境。面临国内外环境改变赋予智库的新任务、适应新时代的智库发展环境,都需要智库与时俱进的进行""创新""。 ",ZKSL201602025
《智库理论与实践》2016年选题与征稿启事,,1, ,"<正>《智库理论与实践》由中国科学院文献情报中心和南京大学联合主办,2016年2月正式创刊(双月刊)。期刊依托中国科学院和南京大学智库研究优势,联合并聚集国内外智库高端资源,探索智库理论、支撑智库建设、指导智库实践、传播智库成果,集学术性、指导性、成果性于一体,致力于成为具有国际视野的国内新型智库理论研究和实践领域的一流学术期刊。主要栏目有:特稿、专家观点、理论研究、智库建设、案例剖析、智库评价、智库报告、智库扫描等。 ",ZKSL201602026
美国智库的政治与经济,劳伦斯·麦克唐纳:34904955,3, ,"<正>【智库简介】世界资源研究所是一家独立的非营利性环境政策智库,立足科学,致力于环境与可持续发展的研究,与各领域领导者密切合作,将研究成果转化为行动,从而维护构成经济机遇和人类发展根本基础的自然资源。世界资源研究所拥有超过450名专家和员工,工作覆盖50多个国家,在美国、中国、印度、巴西、印度尼西亚设立办公室。中国办公室成立于2008年,是世界资源研究所的第一个海外办公室。根据美国宾夕法尼亚大学下属的""智库与市民社会项目""小组发布的《全球智库报告》,世界资源研究所 ",ZKSL201602020
智库产业的概念界定与发展基础,聂永有:45668858,3, ,"<正>【智库简介】上海大学智库产业研究中心是为了对接国家及上海市加快智库建设的需求,根据中央领导有关指示精神,于2014年成立的校级智库研究机构,由徐旭、于今担任主任。中心将以国家发展、上海发展为中心议题,立足于中国改革发展与现代化的实践,成为中国综合性知识的学界思想库。 ",ZKSL201602022
智库热中的一点冷思考,沈固朝:16539912,3, ,"<正>【智库简介】中国南海研究协同创新中心是首批国家协同创新中心之一(高等学校创新能力提升计划),由南京大学牵头,在外交部、海南省、国家海洋局的支持下,联合中国人民大学、海军指挥学院、中国南海研究院、四川大学、中国科学院、中国社会科学院以及厦门大学、浙江大学、中山大学等加盟单位于2012年10月成立,目标是围绕南海权益维护、资源能源开发、区域和平发展而在人才培养、学科建设和科学研究三个方面进行协同,是我国综合研究南海问题的重要智库。中心下设的平台包括:南海法律研究、 ",ZKSL201602023
"积极开展新型智库研究,提高我国智库建设水平",白春礼:05966627,2, ,"<正>我国智库建设始终得到党中央的高度重视以及全社会的高度关注。特别是党的""十八大""提出全面实施创新驱动发展战略,中央和地方各级相关部门相继提出推进我国新型智库建设的政策文件,我国新型智库建设进入到一个全新的发展阶段。习近平总书记多次强调新型智库建设的重要性,将智库建设提高到治国理政、资政启民、增强国家软实力的新高度。智库建设既是国家治理科学化、民主化的需要,也是公共政策与决策支撑能力的重要体现。 ",ZKSL201601001
"立足基础,发挥优势,顶天立地,释放活力——关于高校新型智库建设的思考和建议",洪银兴:05965630,4, ,"<正>2014年12月,习近平同志首次提出""四个全面""的概念,即全面建成小康社会、全面深化改革、全面依法治国、全面从严治党。一年以来,它已成为以习近平为总书记的党中央治国理政的全新战略布局,对于实现中华民族伟大复兴的中国梦具有重大而深远的意义。2015年1月,中办、国办印发的《关于加强中国特色新型智库建设的意见》中明确指出,中国特色新型智库建设当前阶 ",ZKSL201601003
国际智库发展趋势特点与我国新型智库建设,张志强1:34407996|苏娜2:34407997,15,智库; 战略与政策研究机构; 决策咨询; 发展模式; 中国特色新型智库;,"[目的 /意义]随着国家启动中国特色新型智库建设,智库在政府科学民主决策方面将发挥日益重要的作用,建设中国特色新型智库,既需要结合中国国情,也需要学习借鉴其他国家的经验。[方法 /过程]采用调研、案例分析、科学计量分析等多种方法分析了国际智库发展的主要趋势,总结阐述了国外一流智库发展的主要特点,在此基础上,提出了我国新型智库建设的几点建议。[结果/结论 ]研究表明,全球智库的数量迅速扩张、政府决策对智库的依赖日益加深、智库成为引领和影响社会舆论的意见领袖机构、智库的社会影响力持续扩大、智库间争夺国际话语权的竞争加剧、智库现象成为学术研究的一个重要问题。国际一流智库具有鲜明的特点,主要包括政策实用主义的明确定位、标榜独立性与客观性的标签化特色、理事会化的组织管理机制、独特的人才队伍组织与流动机制、追求高质量成果产出与影响力的价值观、基于数据信息与工具方法的政策创新研究、强化政策与社会影响力的宣传与营销方式、国际化网络型智库建设发展动向等。在此基础上,提出建设中国特色新型智库应建设和完善制度安排、建立沟通和成果报送机制、培养智库型研究人才、建立新型智库治理机制、建立智库科学评价体系、促进国... ",ZKSL201601004
对中国特色新型智库几个重大问题的思考,王文:45686946,7,智库; 新型智库; 智库建设; 中国特色;,"[目的/意义]作为国家软实力的重要组成部分,中国特色新型智库建设已经提升到国家战略高度。目前,中国智库逐渐呈现出产业化的发展趋势,然而许多人对中国特色新型智库的理解还不够完整。[方法 /过程]本文在笔者日常智库运营经验的基础上,结合欧美国家100多家智库的实地走访,对中国智库""热""到来了吗、中美智库的差距有多大、如何看最流行的宾州《全球智库报告》、中国智库发展的几点不足、何为新型智库等问题进行探讨。[结果 /结论 ]最后,本文就建设中国特色新型智库,在谋断互动、思想市场、人事拓展、融资运营、全球传播等方面,提出智库机制改革建议。 ",ZKSL201601005
我国智库研究文献的计量分析,唐果媛:32312782|吕青:13619104,11,智库; 思想库; 文献计量分析;,"[目的 /意义]梳理我国智库过去若干年的研究情况,追踪国内学者的智库研究成果,总结国内智库研究的主要进展,分析国内智库研究的主要特点,为建设中国特色新型智库提供理论依据和参考借鉴。[方法 /过程]运用文献计量分析方法、excel、Citespace III工具对中国智库研究的特点进行分析,分析内容包括:文献增长态势、期刊分析、机构分析、作者分析、高被引文献分析、研究内容分析等。[结果 /结论 ]我国智库研究问题已经开始得到高度关注,智库研究正进入佳境。发表智库成果的学术期刊比较分散,研究智库的机构主要为大学和社科院系统,我国学者对美国智库、大学智库、智库建设的关注度较高。 ",ZKSL201601006
加强中国特色新型网络安全和信息化专业智库建设论略,王世伟:24808606,10,智库; 网络安全; 信息化; 专业智库; 中国特色;,"[目的 /意义]论述了加强中国特色新型网络安全和信息化专业智库建设的命题。[方法 /过程]分析了提出这一命题的背景,从建设中国特色新型网络安全和信息化专业智库的新理念、新定位、新体系和新机制四个方面进行了深入的分析阐述。[结果 /结论 ]其中新理念论述了中国特色和新型智库;新定位提出了三面向:面向建设网络强国的发展新愿景,面向陆海空天网五大发展新空间,面向统筹国际国内治理体系和治理能力现代化新目标;新体系在对专业智库现状分析的基础上,提出了形成多层次多类型多主题的专业智库体系的专业智库建设构想;新机制则提出了国际交流合作、独立和争鸣的研究、数据驱动型研究、领军人才培养、协同创新五项新机制。 ",ZKSL201601007
