篇名,作者,页数,关键词,摘要,filename
《科研信息化技术与应用》征稿启事,,1, ,"<正>《科研信息化技术与应用》是中国科学院计算机网络信息中心、科学出版社共同主办的一份综合性、学术类刊物,旨在反映当前世界范围内科研信息化技术与应用的最新发展现状,研究立足于我国科技发展水平的科研信息化建设和发展策略,探讨推进我国科研信息化的机制与策略,为广大科研工作者提供一个开放的交流平台和前沿信息交流渠道,从而进一步宣传和推进科研信息化工作。本刊主要栏目设置如下:论坛:探讨e-Science的发展方向、热点、政策等问题。理论:e-Science理论研究,包括探讨其发展规律以及对社会、科学、文化的影响等理论内容。技术:e-Science相关技术的研究,包括超级计算系统及软件与计算方法、科学数据获取存储处理与分析、科研网格、协同工作环境、虚拟研究组织、科研管理系统、科研信息化服务、基础设施的建设运行和维护等各方面研究进展与学术成果。应用:e-Science技术在各科学与技术研究领域中的应用进展和成果。 ",KYXH201202015
锂离子电池技术中的计算设计方法进展,黎军:28974015|张贤惠:30156016,10,锂离子电池; 材料计算; 理性设计; 嵌入机理;,"现代材料计算学的发展,已经使得通过材料计算实现先进材料的设计成为可能。通过材料计算与理性设计,不仅使新材料的研究与开发更具目的性,降低开发成本,从而加快新材料投入市场的速度,而且有助于材料的原始性创新,显著提升研发效率。本文对锂离子电池技术中的材料计算和理性设计进行了较为详细的举例论述,并对材料设计过程中涉及的纳米尺度的材料计算、显微模拟技术以及分子动力学模拟器的未来发展做了相关介绍。 ",KYXH201201002
分子统计热力学(MST)计算软件的开发,"肖攀1:30156008|杨荣1:23415256|王军2:06312043|柯孚久1,2:09653018|白以龙1:05973497",9,分子统计热力学方法(MST); 分子模拟并行计算软件; 微纳米尺度力学; Helmholtz自由能;,"固体力学的发展逐渐深入到了微纳米尺度,为了研究微纳米尺度材料的力学行为,除了传统的理论分析和实验测量手段外,发展可靠而又高效的计算方法成为了当前微纳米力学研究的热点之一。分子统计热力学方法 (Molecule Statistical Thermodynamics,简称MST)是一种新的基于原子表象的分子模拟方法。与传统的基于牛顿运动方程的分子动力学方法 (Molecular Dynamics,简称MD)相比,MST基于对体系Helmholtz自由能的极小化,适用于分析材料在有限温度下的准静态行为,具有更高的计算效率。本文介绍了MST方法的理论基础,以及由此而开发的MST并行计算软件。在此基础上,采用MST程序模拟了单晶纳米铜体系,显示其计算时间随体系原子数目成线性关系,并对MST并行程序的计算效率进行了讨论。 ",KYXH201201003
隔离迁移(Isolation with Migration)模型数值计算的并行实现,周纯葆1:30156009|郎显宇1:20723027|王彦棡1:30081540|朱朝东2:09619737,6,隔离迁移(Isolation with migration)模型; MCMC方法; MPI; 数据并行;,"在群体遗传学和分子生态学研究中,种群的分化分析是一个重要的内容。IM(Isolation with Migration)模型以DNA序列数据为基础同时评估两个种群分化过程中分化时间和迁移概率。IM模型能够模拟许多真实世界中一个种群分行为两个种群的现象。IM模型应用MCMC(Markov Chain Monte Carlo)方法进行参数的推断。然而马尔科夫链需要经过漫长的时间才能达到一个稳定的概率分布,并且参数推断所需要的空间可能超过一个计算机的内存。本文利用MPI(Message Passing Interface)实现了基于数据并行的IM模型,在减少单个计算机内存使用和总的运行时间方面都有很好的效果。 ",KYXH201201004
基于GPU的非结构网格CFD求解器的设计与优化,"宋慎义1,2:30156010|王彦棡1:30081540|刘冰1,2:29729624|陆忠华1:09559436",9,图形处理器; 并行优化; 计算流体力学; 非结构网格;,"本文介绍了在GPU(图形处理器)上实现CFD(计算流体力学)问题在非结构网格的有限体积法求解,并针对非结构网格求解随机访问内存的瓶颈,结合GPU的编程模型和硬件特性,提出GPU并行计算优化方法。实验表明,使用存储优化、内联函数优化、算术指令优化后的GPU算法相对于原GPU算法提高了硬件的利用效率,相对于CPU程序有明显的性能优势。 ",KYXH201201005
乙硫醇分子在金表面吸附的密度泛函理论研究,王博阳:30156012|王延颋:26939493,7,乙硫醇分子; 吸附; 金表面; 势能面;,"本工作利用基于密度泛函理论的第一性计算方法研究了乙硫醇分子在金的(111)、(100)、(110)表面吸附的最稳定构型和吸附能。我们首先通过优化不同的初始构型得到脱氢乙硫醇分子在不同金表面的最可几吸附位点,以及脱氢乙硫醇分子与不同金表面结合放出的能量。同时,我们还计算了气相的乙硫醇分子在真空中脱氢所需吸收的能量。放出和吸收的能量的差值分别为1.083、0.756、0.551电子伏,可以近似认为等于乙硫醇分子脱氢吸附在金的(111)、(100)、(110)表面所需的反应能。结果表明,(111)面作为最致密、最不活跃的面,最不易被乙硫醇分子吸附;而(110)面作为最不致密、最活跃的面,最容易被乙硫醇分子吸附;(100)面介于二者之间。 ",KYXH201201006
鸟类物种形态学鉴别系统设计与实现,"曹文彬1,2:30156013|陈灿1:25585238|李健1:09559270|朱朝东3:09619737|雷富民3:10344179|阎保平1:05977888",8,形态学鉴别; 物种鉴别; 交互式识别;,"地球上仍有海量的未识别物种,但分类学家的逐渐减少和传统形态学鉴别技术无法广泛普及的局限性使物种形态学鉴别面临着严峻的考验。基于IT技术的物种形态学鉴别系统,包括B/S架构的Web端和手持设备端两部分。使得用户可直接访问专家数据库以判定个体从属的种类,同时也可以上传信息请求专家审核。此鉴别系统在为用户提供方便准确的物种鉴别手段的同时,也为分类学家提供了一个获取大量信息的平台。 ",KYXH201201007
基于Parallel NetCDF的海量时空数据存储研究,"何振芳1:25630863|张耀南1,2,3:09555226|赵国辉1,2,3:24078786",8,时空数据; 并行I/O; MPI; GRID; NetCDF;,"随着遥感、无线传感器网络等技术的发展,海量时空数据存储的需求越来越大,如何将长时间序列时空数据在集群上进行并行存储和处理已成为科研工作者要解决的课题。本研究深入分析了时空数据特点及NetCDF文件结构特点,利用Parallel NetCDF函数库,基于集群环境将GRID数据并行转换为NetCDF数据。以黑河干流流域月平均温度GRID数据为例验证并行转换算法的有效性,并可以扩展到其他时空数据的并行存储。 ",KYXH201201008
理论计算在煤转化研究中的应用,袁慧如:09661121|霍春芳:22120469|董梅:09613783|王建国:10352771|蔡榕:25500996,7,煤转化; 理论计算; 费托合成; 甲醇转化; 催化作用;,"本文介绍了中国科学院山西煤炭化学研究所在煤转化过程所涉及的催化剂设计、催化反应机理、催化反应动力学研究与反应器设计与模拟、流场与温度场计算等方面进行的理论计算与过程模拟。这些工作为煤经合成气制备替代燃料包括汽柴油、低碳醇、二甲醚和化学品所涉及的催化剂与反应过程、能源相关的新材料、高性能炭材料相关技术的研发、放大和产业化提供了有力支持,推动了化学、化工与材料等学科的发展。 ",KYXH201201009
ARP信息资源建设与利用探讨,李建平1:09647416|及俊川2:09559266|卢景秀2:27336766|李铭禄3:27375281|吴登生1:24231603,8,ARP; 信息资源; 决策支持;,"结合中国科学院ARP系统建设现状,本文简要阐述了ARP在信息资源建设方面尚存在的不足,在此基础上提出了以面向决策需求的ARP信息资源建设路径和需求引导下的信息资源利用推进过程,给出了ARP管理决策功能分析的思路,最后,以科研人才管理决策支持为例,展示了利用ARP信息资源的一个初步成果。 ",KYXH201201010
网络环境下的鹰潭红壤生态站观测数据平台,刘晓利:10746505|孙波:09656657|周静:09612384|石晓日:09656650,6,数据平台; 网络环境;,"中国科学院红壤生态实验站年均会产生大量长期监测数据,数据是通过台站局域网络平台进行自动收集,存贮,还可以通过专线进行远程网络传输,创建了""点-站-所""的数据网络环境,实现了观测数据的及时、持续、稳定的获取和传送。经过整理和质量控制后的数据经审核后上传至分中心网络平台。通过网络平台提供的长期数据进行科研及其他应用,发表了大量科研文献和成果,提高了数据的利用效率,体现了网络数据的广大平台效应。 ",KYXH201201011
华南区域科研集群管理信息化的初步研究,刘雨:30156015|王凤霞:27336765|及俊川:09559266,6,区域科研集群; 产业集群; 管理信息化; 区域经济;,"区域科研集群是近几年科研单元与地方合作的新趋势。如何有效集成、共享优势创新资源,促进科技成果转移转化和规模产业化成为了集群管理的重要课题。基于由中国科学院和广东省科学院共同牵头的华南创新集群信息化项目,提出了通过构建管理信息化应用服务平台来提升集群管理能力和综合竞争力,并对服务平台的架构和运作机制进行了初步研究。 ",KYXH201201012
2011年中国高性能计算机发展现状分析与展望,张云泉1:10352592|孙家昶1:09613103|袁国兴2:20731713|张林波3:10357826,8,高性能计算机; TOP100; 排行榜; 性能; 分析;,"本文根据2011年11月发布的中国高性能计算机TOP100排行榜的数据,对国内高性能计算机的发展现状从总体性能、制造商、行业领域等方面进行了深入分析。我们发现,中国TOP100的平均Linpack性能与国际TOP500平均Linpack性能的差距已经从原来的一年半缩小到半年。在此基础上,根据十届排行榜积累的性能数据和能够得到的其他公开历史数据,对未来几年中国大陆高性能计算机的发展趋势进行了分析预测。从预测可以看出,累计Linpack性能将提前到2011年达到10 Petaflops的目标已经实现;峰值10 Petaflops的机器将在2012年到2013年间出现;累计Linpack性能将在2013年到2014年间达到100 Petaflops;峰值100 Petaflops的机器将在2014年到2015年间出现。 ",KYXH201201013
致读者——改版说明,,2, ,"<正>尊敬的读者,您好!本刊自2008年创刊以来,已近四年。刊物于2010年获新闻出版总署批准正式出版发行,是目前我国唯一一份以科研信息化(e-Science)为主题的综合性、学术类刊物。四年来,我们坚持""学术性与应用性相结合""的办刊方针,登载当前我国科研信息化技术研究和应用实践的成果与进展,以及探讨推进我国科研信息化的政策、机制与策略的文章,反映当前世界范围内相关技术与应用的最新发 ",KYXH201201001
2012年科学与工程中多尺度问题的GPU应用国际研讨会会议通知,,1, ,"<正>由中国科学院计算机网络信息中心主办的一年一度的""科学与工程中多尺度问题的GPU应用国际研讨会""(GPU-SMP 2012)将于2012年6月1日至4日在深圳举办,本次大会共同主席是中国科学院研究生院石耀霖院士和深圳大学陈国良院士,美国明尼苏达大学Dave Yuen教授、美国体斯顿大学Lennart Johnssolrl教授、美国芝加哥大学Matthew Knepley教授、东京工业大学Taro Okomoto教授等知名科学家将出席本次会议并 ",KYXH201201014
《科研信息化技术与应用》征稿启事,,1, ,"<正>《科研信息化技术与应用》是中国科学院计算机网络信息中心、科学出版社共同主办的一份综合性、学术类刊物,旨在反映当前世界范围内科研信息化技术与应用的最新发展现状,研究立足于我国科技发展水平的科研信息化建设和发展策略。探讨推进我国科研信息化的机制与策略,为广大科研工作者提供一个开放的交流平台和前沿信息交流渠道,从而进一步宣传和推进科研信息化工作。本刊主要栏目设置如下: ",KYXH201201015
卷首语,迟学斌:10348221,2, ,"<正>在当代科研活动中,计算已经成为与理论、实验鼎足而立的第三个支柱。人们用计算的方法研究从基本粒子、生命现象到宇宙演化、社会系统等各种问题,极大改变和拓展了传统的研究方法,推动了新学科领域的产生和科学研究能力的革命性发展。计算已经成为发现新现象、认识科学规律、进行工程设计不可替代的手段,在科学研究和技术创新中所发挥十分重要的作用。 ",KYXH201106001
科学计算网格环境下性能分析工具的设计与实现,"张拓宇1,2:30337652|肖海力1:17692223|迟学斌1:10348221",9,网格计算; 性能分析工具; SCE网格中间件;,"网格内部资源的高效利用,关键因素在于用户提交程序性能,帮助用户提高程序性能对整个网格使用效率有至关重要的作用。本文在科学计算网格环境的基础上,提出了一个集信息收集、分析和展示于一体,并且无需对用户程序进行特殊处理,高效率低开销的性能分析工具的设计和实现方法。实验表明,该工具对测试程序的性能影响在5%以下,能够保证用户在网格环境中高效率准确的得到自己测试程序的真实表现,辅助用户修改程序,提高整个网格的使用效率。 ",KYXH201106002
不同层次MPI并行程序容错的比较,赵毅:10621259|曹宗雁:10622426|朱鹏:10731436|迟学斌:10348221,8,MPI; 容错; 检查点设置; 回卷恢复;,"随着超级计算机系统规模的不断扩大和系统结构的日益复杂,系统容错已经成为大规模超级计算机系统必须解决的一个关键问题。MPI并行程序的容错也日益受到关注,其中检查点设置和回卷恢复是MPI并行程序容错中一种重要的容错技术。本文对MPI标准、各种版本MPI实现的容错情况及检查点设置/回卷恢复的容错技术进行了介绍,给出了深腾7000上不同层次MPI并行程序的容错实例和性能测试结果,最后对不同层次MPI并行程序容错的开销进行了分析比较。 ",KYXH201106003
基于GPU集群的科学计算可视化平台的性能测试与分析,"张亚南1,2:30337657|田东1:24728772|阚圣哲1:30081541|单桂华1:09596097",7,可视化; VisIt; GPU集群; 计算过程可视化; 科学计算可视化;,"应用于高性能计算集群的科学计算可视化软件发展日趋成熟,GPU加速的应用使得这类软件处理大规模数据的能力不断提高。本文介绍了可视化软件VisIt在GPU集群上安装及性能测试的一些工作,探讨了包括VisIt的基本架构、安装过程中遇到的问题及其解决方案、VisIt图像绘制中的并行性能测试、计算过程可视化的实现。 ",KYXH201106004
LSSC-Ⅲ集群的作业调度与系统管理,"钱莹1,2:22394423|崔涛1,2:30337656",7,Linux集群; 作业调度; 系统管理;,"""科学与工程计算国家重点实验室""(LSEC)的三号集群LSSC-Ⅲ,于2010年3月建成并投入使用。在总结了实验室前两套PC机群的作业调度与系统管理经验的基础上,我们开发了一系列基于OpenPBS和Maui的适应于科学计算Linux集群用户的作业提交、调度与系统管理脚本。本文详细介绍了LSSC-Ⅲ的作业调度与系统管理方案,以期能为中小规模集群(结点数在1024个以内)用户提供一套稳定、高效且易用的作业调度与系统管理解决方案。 ",KYXH201106005
基于批量作业提交的网格门户的设计与实现,"刘阳1,2:29701586|曹荣强1:23292131|肖海力1:17692223|迟学斌1:10348221",9,网格门户; 批量作业提交; 动态授权;,"传统的网格Portal大多不能很好地满足用户同时提交多作业的需求。本文提出了一个支持批量作业提交、可动态精确授权的网格计算门户。提供了简单易用的作业管理系统,支持作业的批量提交、作业状态的实时查看、作业的批量重做及终止、结果文件批量下载等功能;实现了基于LDAP的全网格用户认证及管理;根据批量提交的特点设计了基于组和个数受限应用规则结合的访问控制机制,实现了动态、精确的应用授权。分析及实验表明,用户通过该Portal能够高效、安全的完成计算任务。 ",KYXH201106006
超级计算集群的安全防护,牛铁:10642439|朱鹏:10731436|曹宗雁:10622426|刘飞:09638491,7,超级计算集群; 安全防护; 计算性能;,"由于具有很高的计算能力和存储空间,超级计算集群是攻击者眼中具有吸引力的目标,安全形势不容乐观。本文从超级计算集群的特点出发,分析了它可能面临的安全风险,结合运行经验和其追求性能最大化的实际,有针对性的给出内外兼顾的综合防护措施。 ",KYXH201106007
高性能计算集群运行时环境的配置优化,曹宗雁:10622426,10,高性能计算; 集群; 运行时环境; 性能优化; 协同设计;,"本文关注如何在高性能计算集群上提供良好的运行时环境的问题,以使得并行应用程序获得更高的性能。指出了高性能计算集群运行过程中运行时环境配置优化需要考虑到的内容,包括跨节点资源的分配与选取、节点内进程及线程针对硬件资源的映射与绑定等两大类多方面因素,并分析了它们对并行应用程序性能带来的影响。通过在多个平台对基准程序和应用程序的实际测试来验证运行时环境对并行程序性能的影响,结果表明不同的运行时环境配置能够对应用程序造成约20%的性能差别。最后对运行时环境优化所需要进一步完成的各项具体工作进行了深入的讨论。 ",KYXH201106008
应用运行特征的快速分析方法, ,6,性能优化; 微架构; 应用运行特征分析; 实际浮点计算性能; 实际内存带宽; 代码向量化比例;,"性能优化是高性能计算领域的核心技术,而应用运行特征分析是确定性能瓶颈和优化方向的关键技术。本文在探讨常规系统级性能指标的同时,提出实际浮点计算性能Gflops、实际内存带宽、代码向量化比例等CPU微架构级关键性能指标,针对大规模应用软件的运行特征分析提出可视化数据收集方法和可视化定量统计分析方法,从而实现高效、准确、全面的了解大规模应用软件在硬件上运行的全过程和局部细节,支持优化人员基于详细数据分析进行快速性能优化。 ",KYXH201106009
服务于微生物群落研究的高性能元基组数据分析平台,苏晓泉:30337659|徐健:26274615|宁康:26274613,15,微生物群落; 元基因组; 生物信息学; 高性能计算; 协同工作平台;,"""服务于微生物群落研究的高性能元基因组数据分析平台""是一个服务于新一代微生物群落元基因组研究的应用系统,采用并行化的高性能元基因组分析算法,基于GPGPU CUDA架构和多核心CPU、提供面向互联网的开发共享服务的协同科研平台,从而使得科研工作者、宽带网络、大容量存储设备、高性能计算资源、基因测序仪及其它相关科研仪器、数字文献资源、相关处理算法和工具融为一体,消除了地域、时间、机构之间的边界,提供了全新的科研活动模式。该平台有力的支撑国内外三十多个元基因组研究,进而促进生物能源、环境生物监测与治理、营养与健康等领域针对微生物群落结构与功能的认识与改造。 ",KYXH201106010
数据流软件Flobus在地震勘探资料处理中的应用,邓笋根:23856393|迟学斌:10348221|刘芳:26303239|聂宁明:30163688|王彦棡:30081540,9,地震勘探; 地震勘探资料数据; 数据流; 数据驱动; 并发;,"地震勘探资料数据处理是地震勘探重要而不可缺少的组成部分,当前地震勘探资料数据处理具有处理的数据量大、处理过程多以及资料的重新处理,反复处理等典型特征。因传统的地震勘探资料处理系统中各个处理模块之间采用临时文件的方式来传递数据,这些特征反映到传统的地震勘探资料处理系统中将面临的一个核心问题:巨大的磁盘I/O访问量。这个磁盘I/O访问量不仅跟地震勘探数据的大小有关,而且跟处理流程中的处理模块数有关。为此,我们设计数据流软件flobus来减少地震勘探资料处理流程中对磁盘I/O的访问量。在采用数据流flobus的地震勘探资料数据处理系统中,处理流程中总的磁盘I/O访问量只跟输入数据大小有关,而跟处理流程中的处理模块数无关,从而大大减少了磁盘I/O的访问量。数据流软件flobus充分考虑到提供多模块处理复杂系统的数据流共享机制,其主要特征包括:1)提供多任务的数据流控制,实现数据驱动的并发机制;2)提供多模块的数据聚合机制;3)支持同一级别模块间的数据依赖关系;4)支持任务流中模块的动态加载。 ",KYXH201106011
应用并行计算解决指纹重卡计算瓶颈,"吴春生1,2:30172222|迟学斌2:10348221|冯才刚1:06398152|王彦棡2:30081540",7,指纹比对; 重卡归并; 并行计算; 高性能计算;,"本文介绍了使用并行技术解决北京公安机关指纹库重卡归并计算难题及应用情况。首先介绍了重卡归并的意义和重卡计算面临的问题;然后分析重卡归并采用并行计算的可行性和改造方式,其中重点分析了不同改造方式的优劣并对相关技术问题进行了介绍;最后对并行程序加速比和运行结果进行了说明。 ",KYXH201106012
钛铝金属间化合物中位错相互作用的原子尺度模拟,王皞:25609388|徐东生:09644748|杨锐:09644769,5,钛铝; 位错; 位错偶; 点缺陷; 原子模拟;,"本文对钛铝金属间化合物中的位错偶湮灭和位错反应进行原子尺度模拟研究。结果显示,位错偶并未发生完全的湮灭,而是转变为依赖于位错偶高度和温度的多种稳定构型,低温下形成空腔、垂直和倾斜等构型,高温下形成空位团簇等复杂构型;位错的直接相互作用可以产生高浓度的、多种形式的空位,自间隙原子和层错偶极子等缺陷。这些位错相互作用的产物可能成为运动位错的障碍,或者与位错发生反应,从而对后续塑性变形产生重要影响。 ",KYXH201106013
基于GPU加速遗传算法的Halo轨道生成方法,徐明:06307764|王金龙:30337666|周楠:15735123|徐世杰:06312810,9,GPU; CUDA; 遗传算法; Halo轨道;,"基于统一计算设备架构构建的图形处理器(Graphics Processing Unit,GPU)众多运算颗粒,可用于遗传算法个体业务函数的并行调用以起到加速遗传算法的作用。本文重点研究GPU加速遗传算法的程序实现,并针对低配置GPU不支持双精度浮点运算的不足,通过扩展字节等方式构造出双浮点精度的改良算法。随后将改进后的遗传算法用于研究Halo轨道的生成问题,克服传统算法对6×6维状态转移矩阵等先决条件的需求。优化结果表明GPU加速性能和双浮点精度改进设计等效果良好。 ",KYXH201106014
NWCHEM软件在生物体系中的应用,张宝花1:26964042|李国辉2:23696258|魏帆1:27121796|刘倩1:26964041|金钟1:20625365|迟学斌1:10348221,7,NWCHEM; 并行计算; 深腾7000; 多肽;,"生物体系结构和功能比较复杂,对其进行简单的振动柔性分析,研究构象变化以及原子分子之间相互作用势的精确度问题等都非常费时费力。我们可以将研究体系分割成合适的小片段后,使用量子化学程序进行精确计算,再采用MFCC结合REMD技术来研究生物体系精确作用问题。本文使用NWCHEM软件计算不同规模大小的""多肽""体系在深腾7000的不同架构节点上随处理器核数的加速效率,以确定大生物体系分割研究片段的大小和计算采取的处理器核数,并以此分析NWCHEM软件在生物体系研究中的适用性。 ",KYXH201106015
基于GPU的超级计算系统在ADS散裂靶设计中的应用,齐记:26397075|田园:27354289|张智磊:27492155|许建亚:27354288,6,ADS; 核废料; 加速器; 散裂靶; GPU;,"从长期发展来看,核电作为一种清洁、高效的新型能源,是中国调整能源结构、缓解常规能源供应压力和减少温室气体排放的必然选择。然而,发展核电的安全性问题以及核废料处理问题是当前世界范围内研究的前沿问题。ADS,即加速器驱动的次临界系统,它能够有效嬗变核废料。本文介绍了利用GPU超算平台来实现ADS项目的相关设计模拟工作,目前自行开发的GPU程序在初步的应用中已经达到了较为满意的加速比。 ",KYXH201106016
水平分辨率对WRF模式的影响研究——以黑河流域WRF模拟为例,潘小多:14007789|李新:09590958,12,Weather Research & Forecasting model; 水平分辨率; 黑河流域; 黑河流域遥感-地面观测同步试验;,"水平空间分辨率对于模式模拟影响的验证一直是大气模型重要的研究内容,提高分辨率能够细致描述地形、下垫面状况等区域特征.准确的下垫面信息对于区域大气模拟的精度具有显著的影响。本文对区域大气模型Weather Research and Forecasting Model(WRF)在黑河流域进行5km和1km的对比试验,检验水平分辨率对WRF模拟精度的影响。通过与黑河综合遥感联合试验中7个站点观测数据的比较,以平均误差、均方根误差和相关系数为指标,分析了WRF模式下垫面替换前后近地表气象要素的模拟精度。结果表明:1)水平分辨率为1km的WRF模式模拟的近地表气象要素刻画得比5km的WRF模式模拟更加精细,更加符合近地表下垫面的变化特征;2)采用1km水平分辨率,黑河综合遥感联合试验(Watershed Allied Telemetry Experimental Research,以下简称:WATER)站点所在的格点的高程信息更加准确;3)采用1km水平分辨率,WRF模式模拟的近地表气压与观测值的误差比5km的WRF模拟值的误差减少很多,尤其是在黑河流域上游区域。 ",KYXH201106017
海洋1.5层约化重力准地转模式的并行化,赵增芳1:28184806|王铮1:24254435|张平1:24389837|王彦棡2:30081540,6,并行计算; 准地转模式; 并行化;,"并行计算技术是高性能并行计算系统中的一个研究热点,本文首先介绍了并行计算的基本概况,并将基于MPI的并行计算技术引入到海洋1.5层约化重力准地转模式并行化的研究中,然后详细介绍了准地转模式的并行方案和实现过程,并通过数值试验证明了并行后的计算效果有显著提高。 ",KYXH201106018
基于GPU超级计算系统的天文科学应用,郑裕民:30337664|高娜:30337665|刘梁:10361731,9,信息化; 并行计算; 高性能计算; 数据处理; 数值模拟;,"天文学主要通过观测来收集天体的各种信息。现代天文学已经成为计算密集型学科,无论是海量观测数据处理,还是理论模型计算和数值模拟,都需要强大的计算能力支撑。GPU高性能、并行的通用计算架构的出现使得改变这种情况成为现实。本文将介绍中国科学院紫金山天文台基于GPU超级计算系统开发的图像处理与分析、数值模拟方法,及其在移动天体目标提取、CCD图像数据处理、暗物质探测以及过渡盘能量分布、行星吸积、物理光学并行软件等方面取得的应用成果。 ",KYXH201106019
OpenMP在悬架实时动力学中的应用,"叶显锋1,2,3:30337667|迟学斌1:10348221|邱君3:30337670|李强1,2:25855220",6,悬架动力学; 实时; OpenMP;,"悬架动力学模型中应用的串行算法满足不了车辆实时性的要求,本文延续原有的动力学模型,尝试了一种并行算法(OpenMP),将之应用于悬架动力学,并改写了悬架动力学程序,经模拟结果验证,实时性得到了很大的提高。 ",KYXH201106020
“中国科学院超级计算发展指数”发布,陆忠华:09559436,2, ,"<正>2011年11月7日,在第一届中国科学院超级计算应用大会上,中国科学院超级计算总中心主任迟学斌研究员代表中国科学院发布了""中国科学院超级计算发展指数""。新华网、科学网、新浪科技频道、IT168以及中国科学院网站等都于指数发布的当天进行了报道。2010年12月,中国科学院超级计算中心启动了""中国科学院超级计算发展指数研究""和《中国科学院超级计算发展报告》撰写工作。在中国科学院信息化领导小组办公室和中国科 ",KYXH201106021
第二届中国科研信息化发展研讨会,,1, ,"<正>科研信息化是充分利用信息技术、促进科技资源交流、汇集与共享、变革科研组织与活动模式、推动科技转型的一个重要手段。可以说,科研信息化正在引发21世纪科学与工程的变革。目前,我国科研信息化整体正处于蓬勃发展阶段,美欧等科技发达国家以及发展中国家不断加大科研信息化的投入,其信息化基础设施和应用水平也在迅速提高。我国的科研信息化急需加强交流与沟通,从而大力推 ",KYXH201106022
《科研信息化技术与应用》征稿启事,,1, ,"<正>《科研信息化技术与应用》是中国科学院计算机网络信息中心、科学出版社共同主办的一份综合性、学术性刊物,旨在反映当前世界范围内科研信息化技术与应用的最新发展现状,研究立足于我国科技发展水平的科研信息化建设和发展策略,探讨推进我国科研信息化的机制与策略,为广大科研工作者提供一个开放的交流平台和前沿信息交流渠道,从而进一步宣传和推进科研信息化工作。本刊主要栏目设置如下:e-Science论坛:领导、专家、学者、以及广大科研工作者共同探讨e-Science的理论与实践问题。 ",KYXH201106023
国家网格主节点超级计算环境应用特征分析,迟学斌1:10348221|王普勇2:26286149|常红旭1:23142051|王涛2:29217763,11,中国国家网格; 主节点; 超级计算环境应用;,"中国国家网格作为重要的计算基础设施,已经应用于科学研究、气象预报、油气勘探、生物制药、交通运输和航空制造等领域。国家网格主节点(中国科学院超级计算中心和上海超级计算中心)超级计算环境在网格应用发展中发挥着重要的作用。本文从计算能力、作业计算规模、科研成果、用户群体、服务支撑体系、用户服务模式和经费来源结构七个维度,以实际业务数据为支撑,分析了国家网格主节点超级计算环境应用特征。分析结果表明,南北主节点超级计算环境的应用特点鲜明,较好地体现了国家网格环境建设布局与应用需求的对接;国家网格有力彰显了其对科学研究和技术创新的计算服务支撑能力。该分析对于国家网格环境的可持续发展决策、高性能计算发展规划、其他超级计算中心建设与应用发展等具有参考价值。 ",KYXH201105001
中国科学院ARP发展的思考与展望,金雅芬:26516493,12,企业资源规划; 科学资源规划;,"本文讨论了中国科学院科学资源规划(ARP)产生的背景、现状及未来发展方向。通过分析对比ARP与ERP的差异,阐明ARP通过管理创新保障科技创新、实现科学院战略目标的基本理念,指出ARP作为科学院管理创新的平台,需要深入研究科学管理如何与信息技术结合,管理方法要怎样与科研院所的特点相适应的问题。总结了ARP一期与二期建设的成果、进展和存在的问题,探讨了ARP进一步发展的方向。指出ARP承载的管理思想与程序本身还需要不断地完善与扩充,还应在管理与服务创新上有大的突破,同时在资源管理的范围、能力和模式上有大的变化与提升,通过不断深化应用充分展现其价值。 ",KYXH201105002
基于B/S架构的数据在线可视化质量控制分析,"敏玉芳1,2:29209531|张耀南1,2:09555226|冯克庭1,2:21634409|赵雪茹1,2:28990322|康建芳1,2:25344755",10,质量控制; B/S; 可视化; 数据分析; 科学数据; Amcharts;,"针对基于Web的科学数据共享平台中时间序列的科学数据,提出了基于B/S架构的两阶段数据质量控制的分析方法:(1)数据入库前常规质量控制,包括初步的数据整理,实现结构统一、格式一致的观测资料入库管理,完成数据一致性检验等;(2)基于可视化的在线数据质量控制。根据数据请求,在线提供极值检验法、3δ检验法、Dixon准则、Grubbs准则异常值检测方法,建立可视化图表展示的数据质量控制方法。该方法可支持数据核对和数据异常点剔除,使用户直观形象地了解数据整体、掌握时间变化规律及数据间的内在联系。 ",KYXH201105003
面向科学数据的搜索引擎voovle,李成赞:30349839|沈志宏:11119612|黎建辉:10348230,8,科学数据; 搜素引擎; 元数据; 语义; 关联数据;,"科学研究产生的科学数据资源日益激增,仅在中国科学院科学数据库""十一五""信息化建设中整合全院科学数据库形成的共享数据量就多达148TB。为了充分发挥这些共享科学数据的价值,结合科学数据的专业特点,提供一套跨库统一检索、不同领域科学资源关联及发现的搜索工具,具有重要的实用价值。本文阐述面向科学数据搜索引擎voovle提出的背景、面临的问题,重点介绍了voovle的功能与实现,详述元数据模型等几项关键技术。最后通过案例介绍了voovle目前的应用情况、存在的不足以及下一步的发展方向等。 ",KYXH201105004
众核GPU上双调归并排序的优化,阚圣哲:30081541|曹宗雁:10622426,8,OpenCL; GPU; 双调归并排序; 向量;,"编写了基于OpenCL的双调归并排序程序,保留了双调归并排序算法消耗存储空间小的优点,利用算法中数据局部性特点减少程序中CPU同步的次数,使用向量计算以提升ALU使用率,并对读写访存进行了优化。程序能够运行于支持OpenCL和向量计算的显卡和处理器上。不统计PCI-E总线数据传输时间,223规模的整数排序的性能在HD6870显卡上能达到0.276GB/s。 ",KYXH201105005
